"","Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_ALL","Prod_Merc_Positions_Short_ALL","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_ALL","M_Money_Positions_Short_ALL","M_Money_Positions_Spread_ALL","Other_Rept_Positions_Long_ALL","Other_Rept_Positions_Short_ALL","Other_Rept_Positions_Spread_ALL","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap_Positions_Short_Old","Swap_Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap_Positions_Short_Other","Swap_Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Othr","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Othr","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_SubGroup_Code","FutOnly_or_Combined"
"287","OATS - CHICAGO BOARD OF TRADE","111206",2011-12-06,"004603","CBT","00","004",14039,6967,8887,1966,0,0,2202,2296,0,288,188,715,12138,12086,1901,1953,13620,6721,8667,1966,0,0,2202,2296,0,349,184,597,11835,11744,1785,1876,419,245,220,0,0,0,0,0,0,1,66,56,303,342,116,77,-1025,-832,-483,78,0,0,105,-107,0,-84,-22,-78,-812,-690,-214,-335,100,49.6,63.3,14,0,0,15.7,16.4,0,2,1.3,5.1,86.5,86.1,13.5,13.9,100,49.3,63.6,14.4,0,0,16.2,16.9,0,2.6,1.4,4.4,86.9,86.2,13.1,13.8,100,58.6,52.5,0,0,0,0,0,0,0.3,15.8,13.3,72.2,81.6,27.8,18.4,41,11,8,4,0,0,7,9,0,6,NA,4,29,23,41,11,8,4,0,0,7,9,0,6,NA,4,29,23,13,6,6,0,0,0,0,0,0,NA,NA,NA,9,10,40,67.1,59.8,76.7,38.6,62.2,56.5,69.1,41,68.6,60.1,77.9,40,64.9,58.4,72.1,63.6,63.6,71.5,80,48.6,53.3,50.1,59.5,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"288","OATS - CHICAGO BOARD OF TRADE","111213",2011-12-13,"004603","CBT","00","004",13894,6811,8942,1970,0,0,2196,1991,0,164,185,732,11873,11851,2021,2043,13465,6565,8711,1970,0,0,2196,1991,0,228,185,611,11570,11499,1895,1966,429,246,231,0,0,0,0,0,0,0,64,57,303,352,126,77,-145,-156,56,4,0,0,-6,-305,0,-123,-2,17,-265,-235,120,90,100,49,64.4,14.2,0,0,15.8,14.3,0,1.2,1.3,5.3,85.5,85.3,14.5,14.7,100,48.8,64.7,14.6,0,0,16.3,14.8,0,1.7,1.4,4.5,85.9,85.4,14.1,14.6,100,57.3,53.8,0,0,0,0,0,0,0,15,13.2,70.6,82.1,29.4,17.9,36,11,8,4,0,0,7,6,0,4,NA,4,27,20,36,11,8,4,0,0,7,6,0,4,NA,4,27,20,13,6,6,0,0,0,0,0,0,0,4,NA,9,10,40,68.2,58.8,77.8,38.5,63.7,55.7,70.7,41,69.9,59.4,79.1,39.9,66.5,57.7,73.7,62.6,63.2,69.9,80.4,45.1,52.7,46.3,57.8,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"289","OATS - CHICAGO BOARD OF TRADE","111220",2011-12-20,"004603","CBT","00","004",13930,7033,9034,1944,0,0,2010,1897,0,184,184,790,11961,11906,1969,2025,13499,6791,8796,1944,0,0,2010,1897,0,246,184,669,11660,11546,1839,1953,431,242,238,0,0,0,0,0,0,0,62,59,301,360,130,72,37,222,92,-26,0,0,-186,-94,0,20,-1,59,89,55,-52,-18,100,50.5,64.9,14,0,0,14.4,13.6,0,1.3,1.3,5.7,85.9,85.5,14.1,14.5,100,50.3,65.2,14.4,0,0,14.9,14.1,0,1.8,1.4,5,86.4,85.5,13.6,14.5,100,56.1,55.2,0,0,0,0,0,0,0,14.5,13.7,69.8,83.4,30.2,16.6,38,12,8,4,0,0,7,6,0,6,NA,5,29,21,38,12,7,4,0,0,7,6,0,6,NA,5,29,20,15,6,7,0,0,0,0,0,0,0,5,4,10,12,40.5,69.3,57.8,77.7,39,64.7,54.8,70.6,41.5,70.9,58.6,78.9,40.4,67.5,56.6,73.6,61.5,61.2,68.8,80.1,44.2,50.5,45.3,58.7,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"290","OATS - CHICAGO BOARD OF TRADE","111227",2011-12-27,"004603","CBT","00","004",13758,6968,8987,1925,0,0,1930,1970,0,299,126,729,11850,11812,1908,1946,13335,6722,8745,1925,0,0,1930,1970,0,349,123,621,11547,11459,1788,1876,423,246,242,0,0,0,0,0,0,0,53,57,303,353,120,70,-172,-65,-47,-19,0,0,-80,73,0,115,-58,-62,-111,-94,-62,-79,100,50.6,65.3,14,0,0,14,14.3,0,2.2,0.9,5.3,86.1,85.9,13.9,14.1,100,50.4,65.6,14.4,0,0,14.5,14.8,0,2.6,0.9,4.7,86.6,85.9,13.4,14.1,100,58.1,57.3,0,0,0,0,0,0,0,12.6,13.6,71.6,83.4,28.4,16.6,39,12,8,4,0,0,7,7,0,5,NA,5,30,21,39,12,7,4,0,0,7,7,0,7,NA,5,30,20,15,6,7,0,0,0,0,0,0,0,5,4,10,12,40.3,69.5,57.2,77.7,38.3,65.1,53.8,71,41.2,71.1,57.8,79,39.5,67.8,55.4,73.9,61,59.5,70.7,79.8,45,48.8,46.4,57.7,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"291","OATS - CHICAGO BOARD OF TRADE","120103",2012-01-03,"004603","CBT","00","004",14096,7196,8759,1862,0,0,1741,2352,0,426,123,790,12015,12025,2081,2072,13639,6922,8478,1862,0,0,1741,2352,0,503,123,655,11683,11608,1956,2031,457,274,282,0,0,0,0,0,0,0,78,58,332,417,125,40,338,228,-228,-63,0,0,-189,382,0,127,-3,62,165,213,174,125,100,51,62.1,13.2,0,0,12.4,16.7,0,3,0.9,5.6,85.2,85.3,14.8,14.7,100,50.7,62.2,13.7,0,0,12.8,17.2,0,3.7,0.9,4.8,85.7,85.1,14.3,14.9,100,60,61.6,0,0,0,0,0,0,0.1,17,12.6,72.6,91.2,27.4,8.8,39,12,8,4,0,0,7,7,0,7,NA,4,30,20,39,12,7,4,0,0,7,7,0,7,NA,4,30,19,15,7,8,0,0,0,0,0,0,NA,NA,NA,10,12,41,68.9,58.3,77.6,39.2,64.3,53.5,70,42.1,70.6,58.4,78.7,40.9,67.2,55.6,73.2,60.7,59.8,70.4,86.3,46.9,50,48.5,67,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"292","OATS - CHICAGO BOARD OF TRADE","120110",2012-01-10,"004603","CBT","00","004",14275,7356,8599,1898,0,0,1529,2486,0,287,128,849,11920,12063,2355,2212,13495,6911,8132,1898,0,0,1529,2486,0,312,123,656,11306,11396,2189,2098,780,445,467,0,0,0,0,0,0,0,31,168,613,666,167,114,179,160,-160,36,0,0,-212,134,0,-139,5,59,-95,38,274,140,100,51.5,60.2,13.3,0,0,10.7,17.4,0,2,0.9,6,83.5,84.5,16.5,15.5,100,51.2,60.3,14.1,0,0,11.3,18.4,0,2.3,0.9,4.9,83.8,84.5,16.2,15.5,100,57.1,59.9,0,0,0,0,0,0,0,4,21.6,78.6,85.4,21.4,14.6,38,12,10,4,0,0,6,8,0,4,NA,4,28,23,38,12,7,4,0,0,6,8,0,6,NA,4,28,20,16,8,10,0,0,0,0,0,0,0,4,4,12,14,39,66.3,56.1,76.1,37.3,61.7,51.7,68.4,40.9,68.3,56.9,77.6,39.7,64.9,55,71.9,63.6,56.8,75.5,77.2,44.3,43.7,44.3,49.5,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"293","OATS - CHICAGO BOARD OF TRADE","120117",2012-01-17,"004603","CBT","00","004",14843,7656,8691,2060,0,0,1615,2542,0,217,130,923,12471,12286,2372,2557,13953,7130,8158,2060,0,0,1615,2542,0,235,125,731,11771,11556,2181,2397,890,525,533,0,0,0,0,0,0,6,30,167,699,731,191,159,568,299,92,162,0,0,86,56,0,-70,2,73,551,224,17,345,100,51.6,58.6,13.9,0,0,10.9,17.1,0,1.5,0.9,6.2,84,82.8,16,17.2,100,51.1,58.5,14.8,0,0,11.6,18.2,0,1.7,0.9,5.2,84.4,82.8,15.6,17.2,100,59,59.9,0,0,0,0,0,0,0.7,3.4,18.8,78.5,82.1,21.5,17.9,41,12,10,4,0,0,7,10,0,4,NA,4,29,25,41,12,8,4,0,0,7,10,0,5,NA,4,29,23,16,9,9,0,0,0,0,0,0,NA,NA,4,13,13,37.2,62.9,54.5,73.3,36.2,58.3,49.9,64.3,38.9,64.3,56.1,74.5,38.1,60.9,52.6,67.4,57.7,64.3,75.1,77.8,40,47.6,45,48.5,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"294","OATS - CHICAGO BOARD OF TRADE","120124",2012-01-24,"004603","CBT","00","004",15088,7810,8839,2068,0,0,1778,2725,0,136,127,1017,12809,12709,2279,2379,13493,6853,7611,1811,0,0,1778,2725,0,164,125,794,11400,11255,2093,2238,1595,957,1229,257,0,0,0,0,0,0,30,195,1410,1454,186,141,245,154,148,8,0,0,163,183,0,-81,-3,95,339,423,-94,-177,100,51.8,58.6,13.7,0,0,11.8,18.1,0,0.9,0.8,6.7,84.9,84.2,15.1,15.8,100,50.8,56.4,13.4,0,0,13.2,20.2,0,1.2,0.9,5.9,84.5,83.4,15.5,16.6,100,60,77,16.1,0,0,0,0,0,0,1.9,12.2,88.4,91.2,11.6,8.8,41,12,10,4,0,0,6,11,0,NA,5,5,28,27,41,12,8,4,0,0,6,11,0,5,NA,5,28,25,18,9,9,NA,0,0,0,0,0,0,5,5,15,14,36.6,61.2,54.4,72.7,34.8,56.9,49.4,63,37.1,60.9,55.3,72.7,35.7,57.4,50.1,64.2,60.1,75.6,80.9,86.5,58.2,67.7,66.7,69.2,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"295","OATS - CHICAGO BOARD OF TRADE","120131",2012-01-31,"004603","CBT","00","004",15028,7548,8596,2143,0,0,1702,2887,0,161,128,1072,12625,12683,2403,2345,13351,6547,7325,1896,0,0,1702,2887,0,165,124,842,11153,11178,2198,2173,1677,1001,1272,247,0,0,0,0,0,5,14,219,1472,1505,205,172,-60,-262,-243,75,0,0,-76,162,0,25,1,54,-184,-26,124,-34,100,50.2,57.2,14.3,0,0,11.3,19.2,0,1.1,0.9,7.1,84,84.4,16,15.6,100,49,54.9,14.2,0,0,12.7,21.6,0,1.2,0.9,6.3,83.5,83.7,16.5,16.3,100,59.7,75.8,14.7,0,0,0,0,0,0.3,0.9,13.1,87.8,89.8,12.2,10.2,42,12,10,4,0,0,5,12,0,5,NA,6,28,29,42,12,8,4,0,0,5,12,0,6,NA,6,28,27,19,10,9,NA,0,0,0,0,0,NA,4,6,17,15,35.4,60.5,53.2,71.2,34.2,56.5,49.4,62.9,36.2,60.1,54.4,71.2,35.2,57.1,50.2,64.3,56.7,74,79,84.6,55,66.6,64.3,66.9,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"296","OATS - CHICAGO BOARD OF TRADE","120207",2012-02-07,"004603","CBT","00","004",14022,6435,9171,2214,0,0,2163,1718,0,173,99,981,11966,11969,2056,2053,11986,5363,7842,1801,0,0,2163,1423,0,140,101,749,10216,10116,1771,1870,2036,1072,1329,413,0,0,0,295,0,41,5,224,1750,1853,286,182,-1006,-1113,575,71,0,0,461,-1169,0,13,-29,-91,-659,-714,-347,-292,100,45.9,65.4,15.8,0,0,15.4,12.3,0,1.2,0.7,7,85.3,85.4,14.7,14.6,100,44.7,65.4,15,0,0,18,11.9,0,1.2,0.8,6.3,85.2,84.4,14.8,15.6,100,52.7,65.3,20.3,0,0,0,14.5,0,2,0.2,11,86,91,14,9,41,12,10,4,0,0,6,10,0,5,NA,6,29,27,40,12,9,4,0,0,6,9,0,4,4,6,29,25,21,9,9,NA,0,0,0,NA,0,5,NA,6,18,16,34.8,60.4,53.8,72.6,32.3,55.1,50.2,62.6,36.5,61,55.7,73.1,34.3,56.3,52.8,63.8,48.4,76.3,74.9,85.9,47.1,73.4,64.2,73.6,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"297","OATS - CHICAGO BOARD OF TRADE","120214",2012-02-14,"004603","CBT","00","004",13571,6042,9057,2211,0,0,2260,1285,0,162,98,1054,11728,11493,1843,2078,11517,4876,7744,1871,0,0,2260,990,0,157,98,830,9995,9663,1521,1854,2055,1165,1312,340,0,0,0,295,0,7,2,221,1733,1830,321,224,-451,-393,-115,-3,0,0,97,-433,0,-11,-2,73,-237,-476,-213,25,100,44.5,66.7,16.3,0,0,16.7,9.5,0,1.2,0.7,7.8,86.4,84.7,13.6,15.3,100,42.3,67.2,16.2,0,0,19.6,8.6,0,1.4,0.9,7.2,86.8,83.9,13.2,16.1,100,56.7,63.9,16.5,0,0,0,14.4,0,0.3,0.1,10.8,84.4,89.1,15.6,10.9,37,11,10,4,0,0,6,6,0,6,NA,7,28,24,36,11,9,4,0,0,6,5,0,6,NA,7,28,22,21,9,9,NA,0,0,0,NA,0,5,NA,6,18,16,34.1,63.4,52.8,73.7,31.4,58.6,48.4,63.8,35.8,64.7,54.7,74.5,32.8,60.5,49.9,64.6,49.6,75,71.1,84.1,47.9,72.2,64.1,72.3,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"298","OATS - CHICAGO BOARD OF TRADE","120221",2012-02-21,"004603","CBT","00","004",12882,5708,8763,2220,0,0,1821,1279,0,139,78,1084,10972,11205,1910,1677,10758,4437,7404,1935,0,0,1821,984,0,142,72,847,9181,9307,1576,1450,2125,1271,1359,285,0,0,0,295,0,7,15,228,1791,1898,334,227,-689,-334,-294,9,0,0,-439,-6,0,-23,-19,30,-756,-288,67,-400,100,44.3,68,17.2,0,0,14.1,9.9,0,1.1,0.6,8.4,85.2,87,14.8,13,100,41.2,68.8,18,0,0,16.9,9.1,0,1.3,0.7,7.9,85.3,86.5,14.7,13.5,100,59.8,64,13.4,0,0,0,13.9,0,0.3,0.7,10.7,84.3,89.3,15.7,10.7,36,11,10,4,0,0,5,6,0,4,4,7,27,24,35,11,8,4,0,0,5,5,0,5,NA,7,27,21,21,9,9,NA,0,0,0,NA,0,NA,5,6,18,16,32.3,67.5,52.1,78.4,29.9,61.3,48.5,67.1,34.3,69.7,53.2,79.7,31.6,64,50.2,68.5,49,74.8,72.7,83.8,47,72,65.8,72.7,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"299","OATS - CHICAGO BOARD OF TRADE","120228",2012-02-28,"004603","CBT","00","004",11735,5187,8059,2224,0,0,1441,1476,0,317,64,437,9606,10036,2129,1699,9157,3602,6350,1944,0,0,1441,1181,0,299,132,170,7457,7833,1700,1324,2578,1584,1709,280,0,0,0,295,0,90,4,194,2149,2203,429,375,-1147,-521,-704,4,0,0,-380,197,0,178,-14,-647,-1367,-1169,219,21,100,44.2,68.7,19,0,0,12.3,12.6,0,2.7,0.5,3.7,81.9,85.5,18.1,14.5,100,39.3,69.3,21.2,0,0,15.7,12.9,0,3.3,1.4,1.9,81.4,85.5,18.6,14.5,100,61.5,66.3,10.9,0,0,0,11.4,0,3.5,0.2,7.5,83.4,85.5,16.6,14.5,36,11,10,4,0,0,5,7,0,5,NA,4,26,22,35,10,7,4,0,0,5,6,0,5,NA,NA,24,18,18,10,9,NA,0,0,0,NA,0,NA,NA,NA,16,13,29.1,69.3,49.3,77.2,27.3,60.3,45.6,66.9,31.3,73.1,50.7,79.7,29.6,65.2,48.8,71,44.9,70.8,69.3,81.6,42.7,69.2,63.9,69.3,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"300","OATS - CHICAGO BOARD OF TRADE","120306",2012-03-06,"004603","CBT","00","004",11604,4975,7237,2237,0,0,1207,1521,0,306,67,520,9245,9345,2359,2259,8260,2822,4870,1897,0,0,1207,1229,0,329,176,197,6452,6471,1809,1789,3343,2153,2367,340,0,0,0,292,0,134,48,166,2794,2873,550,470,-131,-212,-822,13,0,0,-234,45,0,-11,3,83,-361,-691,230,560,100,42.9,62.4,19.3,0,0,10.4,13.1,0,2.6,0.6,4.5,79.7,80.5,20.3,19.5,100,34.2,59,23,0,0,14.6,14.9,0,4,2.1,2.4,78.1,78.3,21.9,21.7,100,64.4,70.8,10.2,0,0,0,8.7,0,4,1.4,5,83.6,85.9,16.4,14.1,35,13,10,4,0,0,5,6,0,4,NA,4,28,21,34,10,8,4,0,0,5,5,0,4,NA,NA,24,18,18,10,9,NA,0,0,0,NA,0,NA,NA,NA,16,13,29.3,63.4,49.8,71.5,28.7,56.9,46.8,63.4,31.9,63.7,51.8,71,31.9,59.7,50.2,66.7,44.9,71.7,70.1,83,40.1,66.7,60.4,68.2,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"301","OATS - CHICAGO BOARD OF TRADE","120313",2012-03-13,"004603","CBT","00","004",12181,5278,6632,2244,0,0,1208,2622,0,488,120,542,9760,9916,2421,2265,7821,2512,3782,1744,0,0,1208,1857,0,487,231,208,6160,6079,1661,1742,4360,2766,2850,500,0,0,0,765,0,144,32,190,3601,3838,759,522,577,303,-604,7,0,0,1,1101,0,182,53,22,515,572,62,6,100,43.3,54.4,18.4,0,0,9.9,21.5,0,4,1,4.5,80.1,81.4,19.9,18.6,100,32.1,48.4,22.3,0,0,15.4,23.7,0,6.2,3,2.7,78.8,77.7,21.2,22.3,100,63.4,65.4,11.5,0,0,0,17.5,0,3.3,0.7,4.4,82.6,88,17.4,12,41,14,11,4,0,0,5,9,0,7,NA,6,31,27,40,12,7,4,0,0,5,8,0,7,NA,4,28,21,24,12,10,NA,0,0,0,NA,0,NA,5,4,20,17,29.5,59.9,50.2,69.7,28.1,58.3,47.3,63.6,33.4,56.8,51.4,65,33.4,56.7,49.6,63.7,38.4,71.7,64.6,84.6,35.2,68,56.2,70.6,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"302","OATS - CHICAGO BOARD OF TRADE","120320",2012-03-20,"004603","CBT","00","004",11388,4757,8120,2193,0,0,1337,784,0,378,114,574,9239,9591,2150,1797,6652,1595,4578,1713,0,0,1337,416,0,363,199,231,5240,5425,1412,1227,4736,3162,3542,480,0,0,0,368,0,145,44,212,3999,4166,737,570,-793,-521,1488,-51,0,0,129,-1838,0,-110,-6,32,-522,-325,-271,-468,100,41.8,71.3,19.3,0,0,11.7,6.9,0,3.3,1,5,81.1,84.2,18.9,15.8,100,24,68.8,25.8,0,0,20.1,6.3,0,5.5,3,3.5,78.8,81.6,21.2,18.4,100,66.8,74.8,10.1,0,0,0,7.8,0,3.1,0.9,4.5,84.4,88,15.6,12,38,12,12,4,0,0,5,7,0,NA,5,5,28,25,36,8,9,4,0,0,5,5,0,4,4,4,23,20,24,12,10,NA,0,0,0,NA,0,NA,4,4,20,17,29.7,61.8,50.2,70.9,28.7,55.3,44.4,60.7,36.3,56.5,53.6,68.7,36.3,55.5,53.4,65.5,45.2,75.3,69.2,83.7,42.8,65.8,59.7,69.9,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"303","OATS - CHICAGO BOARD OF TRADE","120327",2012-03-27,"004603","CBT","00","004",11622,4223,8422,1988,0,60,1961,647,0,454,167,706,9392,10002,2230,1620,6649,920,4739,1707,0,0,1896,313,0,420,312,251,5194,5615,1455,1034,4973,3303,3683,341,60,0,65,334,0,184,4,305,4198,4386,775,586,234,-534,302,-205,0,60,624,-137,0,76,53,132,153,410,80,-177,100,36.3,72.5,17.1,0,0.5,16.9,5.6,0,3.9,1.4,6.1,80.8,86.1,19.2,13.9,100,13.8,71.3,25.7,0,0,28.5,4.7,0,6.3,4.7,3.8,78.1,84.5,21.9,15.5,100,66.4,74.1,6.9,1.2,0,1.3,6.7,0,3.7,0.1,6.1,84.4,88.2,15.6,11.8,38,11,11,4,0,NA,7,5,0,4,5,5,29,24,37,6,10,4,0,0,7,4,0,4,5,4,23,21,24,11,11,NA,NA,0,NA,NA,0,4,NA,4,19,18,27.4,63.1,47.6,72.6,24.5,52.9,37.6,58,34.8,61.2,54,71.4,34.8,60.6,54,68.8,48.2,71.3,70.5,80.8,42.3,63.4,58,67.1,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"304","OATS - CHICAGO BOARD OF TRADE","120403",2012-04-03,"004603","CBT","00","004",11566,4157,8696,1852,0,66,1882,363,0,595,81,581,9133,9787,2433,1779,5203,1056,3775,259,6,0,1593,75,0,563,90,253,3724,4199,1479,1005,6363,3101,4921,1659,60,0,289,288,0,47,6,314,5409,5588,954,774,-56,-66,273,-136,0,6,-79,-284,0,140,-85,-125,-259,-215,203,159,100,35.9,75.2,16,0,0.6,16.3,3.1,0,5.1,0.7,5,79,84.6,21,15.4,100,20.3,72.5,5,0.1,0,30.6,1.4,0,10.8,1.7,4.9,71.6,80.7,28.4,19.3,100,48.7,77.3,26.1,0.9,0,4.5,4.5,0,0.7,0.1,4.9,85,87.8,15,12.2,35,11,12,4,0,NA,7,NA,0,4,4,4,29,21,31,8,10,NA,NA,0,5,NA,0,5,NA,4,22,17,25,10,11,NA,NA,0,NA,NA,0,NA,NA,4,20,17,26.3,64,48.3,74.6,26,52.8,42.2,61.1,35.7,62,55.5,73.7,35.7,59.1,53.9,66.9,40.8,65.7,66.5,80.2,38,60.9,54.1,65,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
