"","GOLD2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"194","2010-03-02",3.18809184658839,3.63214439112198,4.5185709635069,5.43844285745436,-6379,1430,0.713748028438488,3.8181206685918,2.15013375367885,7.69072272608415,6.35838178246253,-11.8907768650892,-3.15574859452035,-4.48182911824944
"195","2010-03-09",2.35636380666762,0.959717142807825,2.09433485257637,2.72730790005333,-63,-1847,9.90613286575073,1.60569500856962,6.28670997137633,3.58850212291681,-1.66996627518454,-16.9174063950125,5.06445216797236,1.84801350631965
"196","2010-03-16",1.61516058223494,-1.28005837336378,0.952366486410128,3.89100045451602,1894,-10534,15.3777972637682,-1.39001533965288,-0.166017832432885,2.75139418164052,-1.67996048056285,29.4059136709478,-0.90151854159064,4.95686214783646
"197","2010-03-23",-2.77098199481518,-6.35774613545497,-2.88526700030349,-2.93734272337183,1648,-12541,11.5706518583689,-2.84266756878289,2.68529843370473,-3.59898990111844,-7.96128619036462,31.0075465472536,-8.19189911388154,-11.4809707004749
"198","2010-03-30",0.399510434925254,0.142517926777508,-1.30801215946974,-1.4149443249579,6395,2826,1.3341518964868,-1.22066487557984,25.5837831495345,-1.01464271663545,-5.07076027195446,-9.48295261060537,-7.25535253054996,-0.752489441618565
"199","2010-04-06",8.38251951624276,13.8712447885062,9.51961816133871,10.7328245303679,-7897,20816,-14.4303103374742,8.51855166245752,1.07724119726509,11.04397096955,16.283969365456,-14.0489020664244,19.0233072667057,17.8988970957983
"200","2010-04-13",6.77681664228782,7.7322809455012,6.30436268969294,2.55125914835723,-970,20038,2.06117201873557,9.33136168908462,8.58822751457566,5.15186184933629,9.9915150199255,-62.7468703860822,0.476412621111955,-1.03839326037534
"201","2010-04-20",-3.26127136737444,-3.9978024674074,-1.84144541747742,-5.45069143102701,-4738,-2771,0.397236485047614,0.884764902906809,5.6686769027797,-3.77335340014984,-1.39472411752184,15.909515689456,-22.9750082198931,-24.428715663047
"202","2010-04-27",6.16806400305308,7.04949610869701,4.01224156765032,7.12897522987639,6783,9857,1.77051306957718,1.66833422508272,2.08298749502092,5.00925909523744,6.59220992672918,16.9056698912886,14.4091527225461,23.0472309938929
"203","2010-05-04",3.12050986203971,2.97254182460485,3.05646657520864,-0.0326776852025645,-1059,10502,3.87512541847155,5.38017995620894,1.26938147889017,-0.0546835927947242,2.4888674390084,31.7944971971095,6.41066056860726,-9.58649135463627
"204","2010-05-11",7.49597953939194,7.49202279230889,7.62950596912759,-0.463663767871658,-4101,28644,7.51606514721104,13.1651744335796,16.5886145087555,-0.580087297262111,5.40201742210797,-10.9000975566186,4.55265218090055,4.15948392372805
"205","2010-05-18",-0.716202684885126,-0.665348182198144,-0.361400780401233,-1.9320625878013,-1449,1241,-0.974723535735045,0.629242451823053,4.58876104280943,0.587651703823511,0.161544019540827,-56.4128071636636,-10.1411300645834,-9.97650747117582
"206","2010-05-25",-4.79905444142688,-6.05487797503752,-5.72375844528352,-3.2658847873952,6760,-16177,1.36117833133813,-7.2853387016055,-5.84491322773655,-6.02991993961766,-7.90304707606797,35.4437806540377,0.276265199605419,11.2997461277137
"207","2010-06-01",1.83647259591897,1.23675485731134,2.18766777379162,1.77939511857481,-2505,1095,4.62393409245632,2.4514329918139,5.23565853887504,3.67200743149567,-0.0171005350111386,-30.893405115555,0.354531725216845,-6.22811838359212
"208","2010-06-08",3.63831983854723,2.73543726670162,3.77316074777276,2.89637901672659,-2361,4461,7.66383773552715,4.33366515606082,1.67743582348354,2.48990653813017,2.82095226251098,11.5351114089057,3.83276548436076,4.55295600492622
"209","2010-06-15",-0.0481003107498879,0.218936920568069,0.513856847950755,0.21760807193143,-2834,390,-1.21815599286652,0.701430460866881,0.924663922784852,1.68139944997083,-0.827992989638915,-39.0403566785354,2.79039057033845,-5.34009833279914
"210","2010-06-22",3.77400054630641,2.92562090780741,3.76604846500985,5.17059110402442,-1899,645,7.43444793558794,2.86861928721631,2.37868890528006,5.36680643973799,4.66899120324786,13.5620908199432,-2.25054545003598,1.99433895696917
"211","2010-06-29",-0.803617849404326,-0.719371390699486,-1.77276763492582,2.32044862312666,5484,-7643,-1.15980965134401,-4.51040723651701,-0.404297913691387,3.25420805002938,-1.44123645300738,43.3890298254795,1.35341202303199,-17.0013430420234
"212","2010-07-06",-5.65866206275896,-9.39377167071189,-6.00407464195172,-4.01444625122807,4274,-25956,8.78153244886963,-7.40451581226473,-1.41651271741967,-9.28949530228991,-13.0737619215719,76.7302491112217,-8.00315177146604,13.7648812106768
"213","2010-07-13",-2.39355674266477,-2.53120694162341,-1.62614580764568,-3.50091771819088,-2676,-1681,-1.90873809358862,-0.305266608283894,-2.7000213034988,-0.0207104847568473,-2.5855235887347,-37.3838670014312,-2.12030158101033,-19.8708624325871
"214","2010-07-20",0.759160245151591,-5.42859968245999,-0.550621619274594,2.23126889537539,5973,-22407,19.8771411447607,-2.52599609690858,1.72576168361687,-5.48890319796662,-11.1276038267587,101.816491670067,1.80300031594403,-0.665645058917441
"215","2010-07-27",-5.95136557411191,-0.791060447412306,-5.23211368759782,-5.19346932330507,-988,7675,-21.5431604353061,-5.26022388243454,0.058258084956897,-2.27956019376947,-3.40579810364261,-42.5393747220541,5.14019259782099,6.24814363288628
"216","2010-08-03",-3.20550636164985,-1.97671771485091,-3.54405946885308,1.15074754419524,2760,-8467,-7.4418363475603,-7.10433006862132,-3.56543370826437,2.62965535605453,1.69960763734469,-8.463217177842,-9.92083509358306,-5.70377647476867
"217","2010-08-10",-0.487960552975153,0.580298911364885,0.396060831668521,1.3237213879993,-3696,-760,-4.3677286704666,-0.343175441893351,-0.707444410916303,3.91039945669025,0.219674655327751,-19.6970997276699,3.39281980306474,-11.3218836323698
"218","2010-08-17",4.41439129696963,6.19105267007711,5.02410122175583,6.14062333234564,-4678,7676,-2.49243781959745,4.11779734353335,0.671224774648493,6.68965304131888,9.02834548534148,-61.7289122793185,5.32093176621178,33.0610422970331
"219","2010-08-24",4.35141601521298,5.51241676262286,3.42755924723512,3.31119112564284,2409,11956,-0.506760920434601,3.52287674095884,1.28498381707089,4.05999207579466,10.309778818683,3.84662808277962,-3.98663141225857,-4.21418778079374
"220","2010-08-31",3.37493449589417,4.34942480243645,3.94557523690651,5.15898020850241,-4332,4310,-0.940088935799999,2.94165226966037,-1.71336919555749,4.96145744273075,6.52608208993861,4.3136895302835,4.9114576175521,7.42534528720409
"221","2010-09-07",0.833268237703244,1.0201492880503,1.03974008166841,0.745760074853408,-1440,2090,-0.020909566202576,1.28501633799445,-0.86476228266541,0.456414295992147,0.816367600644874,-13.8547263795942,4.05161231784792,7.61995142472074
"222","2010-09-14",2.39283909975967,2.08828842860971,2.27008787169574,3.63074272182242,-560,-583,3.78031979418232,1.12362560064749,-3.49781749811786,2.50971575154786,4.21836295904807,19.6185332293739,1.51034034058526,9.47860103388223
"223","2010-09-21",-0.128243564315866,0.347853749788918,-0.108075919778727,1.01669225719121,-40,-1097,-2.30771176935374,-1.07784154795905,4.48014486416639,2.3930823496471,-2.58956452668375,-30.1872458552982,5.25635622636251,-3.67390000513836
"224","2010-09-28",4.02125513317095,3.95726841921995,2.84310407095614,2.89029502782725,4234,8416,4.31755862853294,2.80196997266362,4.79846143727869,1.74683670440352,4.2995872993318,17.3160352364409,1.8853585851911,9.82292786556869
"225","2010-10-05",1.22840675900893,1.10023376568993,0.0707357013700616,-0.751403261326011,5611,6253,1.81874437675447,0.782195496552696,0.222579825603297,-1.39031833486225,-2.39696883335458,20.260438910651,12.5742304513869,-0.704562762582839
"226","2010-10-12",0.0880710659908246,-0.709958310704728,0.818955564988855,-0.718443329460072,-3929,-1094,3.67091720739516,2.12061537445578,-3.90322668464442,-1.62901159783537,2.35453069890301,16.3640005848373,-6.2644191533888,1.63502115670706
"227","2010-10-19",-1.40426988122329,-1.29345303814485,-1.35913307385795,-2.34156958647986,375,493,-1.89250001939989,-0.546393040989024,1.71017421521444,-2.60982245815029,-4.34489694829807,15.0572858479373,4.42179662252666,-6.47313233621674
"228","2010-10-26",-4.91739025350633,-4.82287276474267,-4.30205725859167,-3.88937076731519,-1008,-9514,-5.33613216932665,-4.64168441634882,0.383137728197802,-3.29427007086025,-5.27252357030203,4.03426169643826,-9.21419777272661,-12.6965817408559
"229","2010-11-02",2.47737747456522,0.598188133632505,2.8797857736377,0.926273271616651,-3207,129,10.4221127211165,4.46522464982255,2.49414908515675,-2.00035852640958,1.33061058441584,34.2370305680969,-3.81253421241148,8.5380934336424
"230","2010-11-09",3.63743752438257,3.32759616938425,3.01043339773486,-1.02476073118183,1600,15151,4.8752657776868,6.11512597798534,-1.548487960474,-1.42240129429752,-1.48990453853575,3.20956663304468,21.6661456253432,-0.383192282516553
"231","2010-11-16",-6.09202455911309,-8.84800016052871,-5.09970433746627,-0.144185388631257,-2298,-32786,4.14219280591297,-8.94433111428743,-0.952699495537424,2.08730764210738,-13.9083475203076,-0.603780539161569,-4.91684887007242,-20.5671325493032
"232","2010-11-23",-1.82592372335844,-0.148174268835888,-2.55538691002393,-1.56649626146397,4512,3014,-7.89661622835816,-3.36431403108115,3.02382877714642,-1.29574471294198,1.79825552817476,-5.56145679178695,-8.02948633854399,-1.31080443057279
"233","2010-11-30",-0.22813807484976,0.16744873874277,-0.110450702452347,1.73170044886053,-483,-3322,-1.73044085232945,-1.6569505784652,-4.12911218926677,3.74072028496393,0.804414003072651,-32.9575707003576,3.27400298239997,2.67868375700573
"234","2010-12-07",0.476042986947967,0.871004736189107,1.04857943425376,-2.08873211298801,-3073,7853,-1.05282260827622,3.65161066499269,-0.46724334653323,-0.813927253765812,0.694470576965678,3.16986870620379,2.65818235946735,-19.9801778559301
"235","2010-12-14",-1.9606332089781,-3.0628810441625,-1.33191465687634,0.790891109432579,-2176,-12670,2.23446679442834,-3.0767828906793,0.57512397701327,1.58000022616402,-4.68722078633323,10.0581673297837,-3.04163264066961,-17.3465400864041
"236","2010-12-21",-0.262738278678043,-1.35239545992469,-0.650275842559367,1.52744616185991,2038,-8175,3.67579974984924,-2.51247273788273,4.27585527404268,0.168009623025789,-5.53001754320608,20.8241619418752,1.9270310941863,3.69323758697977
"237","2010-12-28",0.681420245948594,1.29556421434778,0.379317420148872,0.413705603993719,1166,3557,-1.51398911160836,0.349302132107354,-2.31761946754787,1.08916589383323,4.10774282230744,-11.1673587827305,-1.00552476137299,1.68034184427324
"238","2011-01-04",-1.70926189584186,-2.66738059902192,0.179101138690285,-1.05793324963681,-8453,-6795,1.68929007275356,1.24680528239445,-2.54766116123175,-4.17736736851548,-4.15741013795365,26.9881973723184,0.471644091520318,13.6818569250782
"239","2011-01-11",-1.65767161582213,-3.91338741855307,-2.4341573644568,-3.35762526394792,4662,-5571,5.79885484508509,-1.65291769068272,2.83423586382749,-7.91368987227727,-6.338722530813,20.1095800985815,-5.96374469914487,20.9727391480691
"240","2011-01-18",1.04814069723371,0.31314852307478,-0.326372335140945,5.02319682490686,6121,-10302,3.32838041020338,-5.04541973126571,-1.8415865403254,-2.08681109228106,-1.35121464375807,31.875174929985,6.05170189898097,32.6276736240544
"241","2011-01-25",-5.76380072962799,-3.22581199514822,-5.99778088816265,-1.18660647112776,3535,-7709,-13.9449688644163,-10.6778370742074,-1.3066025839283,-4.04102386729175,-1.23664812382209,9.68620504804623,-9.39556868913645,5.25085360779585
"242","2011-02-01",-10.5034199908038,-8.48047370086586,-8.71682638248252,-9.0134089934633,-3292,-6187,-17.7086523054056,-8.41521038944553,-17.6858202554325,-7.64921855488474,-6.78309210178956,-20.4202991512359,-2.47573363482232,-5.69366974433194
"243","2011-02-08",2.41119321925556,3.47268199688777,2.33575817831682,2.68299039914908,-752,4656,-1.65139951649458,1.98245224971814,-6.50399715004486,7.06514065710095,9.41292554525752,-29.1052039994646,-0.0330055699894416,1.67897143211686
"244","2011-02-15",0.891210072491688,0.82058387757975,1.50900042458808,0.870712881110691,-3055,619,1.16806588155693,2.15655487298694,-5.52057479029404,2.34276305549752,4.70699574074338,-39.3168118250456,-2.65236484629572,13.4351615046999
"245","2011-02-22",5.29235041395193,5.77989242618635,5.99326684526087,5.78559685003892,-5792,5277,3.36131150960792,6.20216613171056,0.622445259831217,5.04545899411291,12.1170705319182,-5.92705254687047,-6.45385211375711,13.9696421030861
"246","2011-03-01",3.15157761409299,4.03387372953734,3.26556207660857,2.87983586873999,-2253,6616,-0.465853819294537,3.65127361231536,-1.50010466477184,5.11434993091395,7.92995438856323,-21.5057253882852,-2.76634996510694,-1.52275797372976
"247","2011-03-08",-1.26306192440957,-2.42994829943353,-0.350167338519292,-4.17038026230454,-3582,1554,3.48723167894409,3.31541343476776,-2.46694789899742,-3.89817345742092,-1.98084197353285,-27.159295978907,-3.87338730025188,-0.181349402227404
"248","2011-03-15",-1.90311522326656,-4.39424427257702,-4.12014781591026,-5.23299814744416,11257,-2591,7.37737927736024,-3.10247379751569,5.20517799810847,-8.30897733336027,-6.21982796893725,33.1921446170735,-8.200214303241,0.720616911781669
"249","2011-03-22",-2.26554925065621,-1.87041292467747,-1.08120217784791,-4.69696960101977,-4189,4027,-3.66643088060954,2.08131128299875,0.482186843707844,0.705705096543596,-0.619840433637364,-102.451842038943,-9.02114408255521,-13.745705997038
"250","2011-03-29",0.730414431484405,-0.437573532314062,0.153899620386611,-4.41213563966389,2207,7498,4.80041498835604,3.85815512700098,-8.90513152686534,-5.71870734523259,4.4688022203232,-44.116068871319,-9.50539249861926,6.01817271791489
"251","2011-04-05",6.10595650401464,7.80444948036294,6.74964957376609,11.728997337263,-6230,547,0.114790299580392,2.69460557293524,4.09580817647601,10.974395790562,9.83122137983319,87.5718100588364,3.48475957057506,7.23355177979634
"252","2011-04-12",0.24815988462521,-0.123142528180153,-0.206754468226933,-2.56636924453488,2041,5178,1.59772280967712,1.76056233103612,1.53856743033725,-3.45927823531174,-2.86421636516287,-9.50252693711136,9.54948247326524,2.86471022538279
"253","2011-04-19",5.02441477389457,6.36294101293249,4.1669411183225,2.09588923800936,1497,17255,0.0466714070132213,5.82549405405874,1.57762733195845,3.70236606962937,6.88938846220584,-51.7243878819853,9.51708599702421,0.197791394628943
"254","2011-04-26",-0.911760784603288,-1.65408454011686,-1.43336086923576,1.17590328052888,3050,-8399,1.88755832494785,-3.53319459007899,6.749098210976,-0.352865587208484,-3.27066444177841,17.3301585838241,-4.66823001535843,7.03056563330975
"255","2011-05-03",-1.5167198571902,-0.958202528291352,-1.49342918461972,-4.22974873964925,636,5879,-3.61361672981069,0.706160181986526,-0.63417077225747,-4.6260123298941,-0.874588893173112,9.0022492802099,-1.67254375527826,-3.72662139131403
"256","2011-05-10",-1.93709140661475,-4.03454919961845,-2.18536945111047,-4.62990243224404,2120,-3996,5.66357073866115,-0.309209364711549,12.2767168460229,-6.55110790745095,-8.11131853877498,46.3417992475323,-9.36624886112618,-2.98336528181711
"257","2011-05-17",-3.82048440225464,-6.36466462992811,-3.94898731595532,-6.34766250239291,2347,-7910,4.49795891077311,-2.18448079520002,0.725001021860905,-6.12369966003516,-7.48023502541475,-28.1769893068553,-12.9610741479857,-3.98194424858627
"258","2011-05-24",6.28605430928904,5.36234707131786,6.02672158001099,4.00291837759728,-1640,9319,9.09431582719407,7.45980756206777,-4.71717339043103,3.72656553672712,8.65629108087607,61.7969810893548,7.3396995361529,-5.86196870161491
"259","2011-05-31",-3.19140941021718,-0.0467015155955153,-2.05177917465509,-0.772638030695205,-3917,1375,-13.2101398386817,-2.95178569723227,-8.9606101919582,1.20795804242793,2.39856907347527,-45.9437765836398,2.06663534790579,-0.560005095958083
"260","2011-06-07",0.938570436753494,2.65691771303782,0.821375818186354,2.02453457859519,87,4790,-5.14229358743208,-0.0433375714630202,6.69658444486227,4.98015708074497,3.27594418147648,-54.9782867019184,-5.9258121946689,-5.33035671229598
"261","2011-06-14",-1.79340512071189,-2.75313662304644,-2.14455660830684,-2.53803085822124,2536,-4096,1.66118038389378,-1.8597946404423,-0.206966037900003,-3.35238516984582,-4.94931345901986,44.5739007246104,3.41354702263086,-4.41854713295875
"262","2011-06-21",4.98513481823384,5.61237492598146,4.90663351787592,5.2323417940471,-2046,8362,2.74469598168636,4.67105240193835,-3.50178363266505,3.74600273119796,9.88968162079313,-21.5398502172395,-0.825688919170986,16.4721768673809
"263","2011-06-28",-8.6225339282727,-12.4855581810323,-8.67173645625723,-8.60610073299259,4321,-23595,4.24400823039957,-8.71937041262072,6.54153135110214,-10.079871978059,-20.8252481591861,36.8694408035308,-4.04310157797827,-8.27117789558294
"264","2011-07-05",-1.74890920893347,-2.57639390889164,-1.25033601736213,-0.294379782541832,-1427,-7213,0.745772268156131,-1.95026960390337,-3.03832868494087,-1.59661010999077,-2.24123982755948,-10.522750282189,-3.22195543834312,7.20116069580357
"265","2011-07-12",11.4871805920798,14.9492079435673,10.6142276646199,10.5767455441912,-1351,26927,0.455119881710431,10.6418904857172,-10.7047422178926,9.59691270210943,22.2323785065623,20.2758577021603,19.6268930538224,13.1675774901945
"266","2011-07-19",5.33941665118647,4.71275202410766,4.23445450290245,3.26913592312827,3097,9704,7.45809253302614,4.94072731589199,-6.09010470866238,7.87739403221117,6.24491795050393,-24.5260365290573,10.0597825200182,-13.5642437188396
"267","2011-07-26",-2.76809335308084,-1.9996959706047,-1.83810047342625,-9.75972301822381,-3462,13002,-5.37411145875666,3.54045438814978,-7.83572080187263,-6.44749504869537,-2.54523633304409,-23.4157592036077,5.60946645002964,-26.4067854668923
"268","2011-08-02",4.20044079248445,4.33908919807493,2.48708090034349,4.49520020446812,6898,6704,3.72072116245938,1.19026108444071,-7.25703024385069,5.3895842505522,8.77339911567123,29.2867801482517,-3.47154864588468,-5.82996628256023
"269","2011-08-09",-3.02000162461979,-8.23286727707107,-2.18103130927325,-11.5781876998074,-3010,-6812,13.2163397752096,3.54072239371597,0.1794212198309,-14.1671839886357,-13.1119539998537,47.4852575710349,3.90149306646439,-10.8843074319891
"270","2011-08-16",0.139230461800288,-2.20553332235891,0.917053074405239,-3.71066177223955,-4036,-774,6.42782264292041,3.4374777616863,-13.5465041776639,-4.70570614825974,0.675169876012127,18.1352094769407,-4.02172993107381,-6.37379787347534
"271","2011-08-23",2.52733316322136,-2.10329101295521,0.963189595384328,-8.23910937717738,6920,7017,13.5247933468229,5.47947133911393,6.3198936208515,-10.1686526167619,-7.06641705331741,13.6255612610002,9.01474030353846,-7.04078649098019
"272","2011-08-30",-6.028565733458,-9.81128470933843,-5.49937962576852,-17.5323488738922,-149,-4418,1.81249722038803,-0.43597152988113,-20.4293761122322,-16.3064882784106,-5.62774524121501,-66.518792141226,-16.498205811658,-3.56038018380787
"273","2011-09-06",2.80877248753395,3.86246929321619,3.05399759097131,1.61788907308154,-2429,9456,0.714851927189919,3.60304514355665,5.82369132896847,1.55392557638674,0.681228841658488,-19.8752098190051,13.2425136388976,7.95860026909487
"274","2011-09-13",-4.14571841450755,-3.94306238174753,-4.05481278233637,3.65174237095722,1356,-17083,-4.55608869661521,-7.13431863732232,3.25270699218123,1.46573214330328,-5.44266559972932,23.7181108348928,-4.03527598437599,9.95173399319267
"275","2011-09-20",-4.3184405427855,-7.22216555778754,-2.68033729669437,-7.68996225701102,-5863,-10001,1.33204165298721,-0.641002402005775,6.69479226261238,-7.91940753349767,-13.0133827047782,27.6051255447628,-0.270890779374966,-18.8709665836207
"276","2011-09-27",-6.88561523630291,-9.50719730756546,-7.91443928744968,-7.6717360549754,7758,-15169,-2.17358257732769,-8.00997130438521,19.2958716548578,-20.204772939821,-15.7645431856285,55.8516282602007,-17.9463628807692,16.326911210831
"277","2011-10-04",-1.47099870332568,0.544043719933995,-2.99550932071568,-8.24531634269761,7106,11137,-5.06177982557841,-0.999058056751245,5.00214528296645,-5.62549721542585,-1.20546496513523,3.55938300024157,0.502128797098678,-28.7937371791642
"278","2011-10-11",-1.68484362901626,-1.74072594432033,-1.05511694855291,-5.34710890754599,-2065,1567,-1.58250857380331,0.473806394370335,-8.29813642982007,-0.594839152816107,0.97750028432344,-22.1138396900113,-2.19367923903988,-15.8656661127997
"279","2011-10-18",-1.49096983660701,-2.74866439909562,-1.79215187626323,-6.21850902735304,1774,-222,0.770205038162608,-0.305206267069202,1.5419604685281,-8.96351763864605,-2.62606248415516,1.82904422258616,-7.8600717873158,1.84861041908597
"280","2011-10-25",-0.035500356701057,1.57097905412069,1.47530043326114,2.21435770355409,-6253,1550,-2.93805267410896,1.23309361359194,-12.8752777829124,0.329763432385199,8.53754340245541,10.1908530597099,-4.59234789907708,4.73145575196838
"281","2011-11-01",-1.81313430693635,-0.5228379386228,-0.700820168334104,-3.61876900247076,-3863,2402,-4.24234577984457,0.241821179789703,-10.4039634382284,3.41134257697373,3.17716533865866,-40.2130977846397,-3.37201408781524,-12.3402327869808
"282","2011-11-08",4.34833322529631,6.97112601606324,4.02688568385177,8.3368787830377,-578,8908,-0.883369327171302,2.6215204464723,-12.0581509668183,11.1608819513386,10.0827153928405,-25.511528097978,12.5594854561019,11.2931721938313
"283","2011-11-15",-0.207922864176169,-1.09559129677272,0.168391874637308,0.532143472826974,-1532,-3425,1.60903629781703,0.0460559572555752,-20.7909646498155,-1.06646898753819,3.35235126366378,17.2692186559786,-3.36670600724691,1.09319669546739
"284","2011-11-22",-8.17694141694414,-10.0110961618228,-10.6522147113493,-7.36983919183842,13392,-16860,-4.57252662962784,-11.7835572003049,-7.17124287997155,-12.806936949543,-12.8427660768935,7.78036405388125,-1.63983485894299,11.5085086805793
"285","2011-11-29",-4.96635588879695,-2.78114410584305,-2.65283162288963,-3.08222302801777,-7063,-3335,-9.28348066114211,-2.50197424133614,0.384169922361366,-1.37425639855735,-2.69309948085539,-14.8142235299485,-5.09859511414845,-4.81237978811073
"286","2011-12-06",-0.364994134649166,3.34727069012359,0.554185773502169,0.620855363332851,-3339,7126,-8.39837302046256,0.530820211541005,-0.930077848101973,0.998781621503753,3.24925657499566,0.522793667605548,6.38081439861082,-1.07807735601231
"287","2011-12-13",0.198930223947436,-2.04185641471053,-1.52699763901492,-3.98301221061725,6444,-890,5.16008432499682,-0.679941919612226,32.9765430736044,-10.1050706033837,-8.9676933728942,28.3188971828537,-4.99631325818068,4.68512497397473
"288","2011-12-20",-1.18220299024117,-3.06678650929477,-2.23557480463743,3.96682967154156,4319,-10801,2.72791588039265,-4.43016645727852,19.9329579808891,-4.01249131972268,-10.4693555422545,28.9046476095995,-2.90766793229462,16.4701056229269
"289","2011-12-27",-1.36366023408296,-1.83489728483028,-0.964769826215317,1.71088341377654,-1004,-5767,-0.420512559036013,-1.97031401549221,3.4661281905338,3.74797022177749,-3.1729504007906,7.85014028944815,-3.94005953492833,-10.1698071148531
"290","2012-01-03",0.682648098605121,0.532107258287695,0.161717541164386,2.01203732132367,1670,-874,0.981151516433165,-0.555716015731633,-1.4952503423622,0.00887797227697718,1.1259916476444,16.8313822936838,1.13896447643569,-4.13058234775523
"291","2012-01-10",-1.00381319724203,-2.61385514535668,-0.091277757385555,-1.20985426254219,-2983,-4454,2.10713567192808,0.344632936777245,-11.0786201960062,4.19706849798782,-1.42014313866721,-10.1158149686748,3.08974843982828,-15.1372241418713
"292","2012-01-17",1.05622473138887,0.818882351709149,1.75695190443417,-10.6885098475274,-2955,12043,1.50260742267161,6.18258180445217,-4.61140317047803,-11.2109843532076,2.56131386817984,-22.0819950237779,1.10111222631168,2.61819536880381
"293","2012-01-24",-0.537465248995694,1.68514501252002,-0.391301962542379,-2.79830381644484,-335,6194,-4.84132800961987,0.382558812081335,-10.9684234069237,-2.54447840494727,6.14864255016609,-14.2880679587813,-0.337688854220275,5.07690618075145
"294","2012-01-31",3.09867783720659,6.86440748318624,3.21035659088658,7.15519890302758,-1629,9077,-4.8900099257871,1.92899041108721,-45.3135162580264,15.3962279035417,18.1908852743959,-59.2940485296966,4.32300442802109,8.17234896085601
"295","2012-02-07",2.60454776543835,4.74099329313216,3.61861387471265,8.08959665924096,-5034,3434,-2.37685801005263,2.08241901315844,-0.809889173999068,5.2684529830076,7.93377651055192,0.306328333051731,-4.52525653937013,21.3558553880342
"296","2012-02-14",-2.40837411382415,-3.50477111072554,-2.43380179093382,-0.963161214424524,1167,-7529,0.192280534964695,-2.95969942222047,2.42246335391538,-5.12619354478989,-4.56279414237279,30.4957931503775,-2.54578051845744,2.62373514940162
"297","2012-02-21",5.36580914549898,7.48360328550142,6.17435912723607,10.3356336186012,-5711,7430,0.253206605682266,4.62777154140959,-1.29044620664391,13.1600986038183,9.25198679603518,5.05572932147107,5.13702952730988,2.6805728694212
"298","2012-02-28",5.08616066700398,7.48359725099235,5.55482765924467,12.1740506868802,-4606,5329,-1.17993737609048,2.90315023341474,-2.96268373765649,15.6530456519238,8.91469950303438,-10.5937296484569,6.80732958461974,7.22105943922404
"299","2012-03-06",-10.8364682668533,-16.4759753284942,-13.2469381604885,-18.5881399186457,14808,-20422,3.11226227555768,-11.0883233463969,36.4472031730724,-21.7943483323294,-26.6732873362708,35.8429330353626,-9.4805047734674,-30.5869676725752
"300","2012-03-13",-0.550846976225827,-1.01649948815119,0.610286851514097,4.17504654616359,-4190,-6910,0.486322568402997,-0.812326461204016,6.680555918682,0.653973750267944,-3.95900152337418,11.4798744843284,3.11330993013055,13.7490468808172
"301","2012-03-20",-1.84101422694543,-5.6384928659913,-3.198615743716,-1.70293953906402,5845,-10895,6.07485942277055,-3.81705764903089,20.7834221761596,-7.8513237127769,-14.8668818266303,29.0491063062836,-0.524401294667065,-1.64473354365153
"302","2012-03-27",-0.807742468057704,4.70696521391414,-0.645433197434819,2.27975605816493,-293,8095,-12.627877750635,-1.8936146123476,-11.6472617647181,11.7027251036085,8.82746767710501,-35.8379461321393,7.43266265428133,-6.26097848506308
"303","2012-04-03",-1.66804738257973,-3.4086619235584,-1.57062167617017,1.70986916255842,275,-9653,2.28789271984944,-3.03424586467287,6.22646701421274,2.15265527488118,-7.95092545345693,11.0789804548963,1.2363019754817,-6.70748926736824
"304","2012-04-10",-1.88808341381232,-2.90414913150059,-2.02521590636326,0.482208530027073,1190,-6930,0.320494072184552,-3.19200426071742,-1.25491282638794,0.609562167853284,-5.52043694331346,11.3724273964113,2.43164524072057,-9.22715189776646
"305","2012-04-17",-2.0200459972477,-2.31915165916803,-1.83882907470814,-9.11841506576376,99,4963,-1.3832689573011,1.43458837892378,-3.48919380651651,-4.0182876983911,-2.01733609408397,-43.1934752988077,-2.10263744987955,-9.17196002824863
"306","2012-04-24",0.854184181200424,-1.31715103370276,0.210805734780806,3.38935380525225,1938,-6354,5.30511236564735,-1.17614198731619,0.615949802086391,-0.987122443619448,-1.84071278904163,22.4829718973281,-1.62093342223102,12.2034174316934
"307","2012-05-01",0.985732086568447,3.26901915743782,2.32055818168231,-0.676229695950603,-5071,7665,-3.70283713536494,3.62988749851354,-1.23072368781898,-0.298938673101468,5.56734244213128,-14.1357560522106,1.18608828535489,6.46584324033785
"308","2012-05-08",-0.52174718397584,-3.36195418625866,-3.10600771594274,1.11403358786379,9259,-8331,5.26222558194771,-4.96627354905375,7.93779992466472,-20.8241257720251,-8.869204905033,79.4428961609038,0.617160593027677,16.2386838939668
"309","2012-05-15",-0.850532769448797,-2.87780899715759,-1.67988846108837,-2.79490404529508,3088,-2941,2.98961335331551,-1.17730785200827,6.38493322912996,-19.6198819817832,-2.80214698979844,37.6154635452288,-11.9743060898131,-11.6416250700269
