"","Natural_Gas2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"192","2010-02-16",-0.834272734554808,-0.00313077780713655,-0.800265111443643,0.279404760975943,153,-821,-3.89314603975883,-3.66284509812029,0.818126768121452,1.14623860687164,-1.06066670708476,1.47499518360448,4.58017637186039,-4.85920763889744
"193","2010-02-23",1.90232664968857,1.88838294644995,1.88679919798442,3.89069176620929,-601,-6066,1.95463647672582,-3.74230194426559,3.16098237790765,0.736947024205215,-3.81263314785514,11.9934999613674,68.6242282280343,-21.760125140008
"194","2010-03-02",6.40630768485106,7.23149457315806,5.00136627074017,6.2297894355213,3715,2520,3.24953342386962,1.32717538999589,3.74622889819314,3.42577852254955,6.86007509763034,11.2621955806606,45.6059713969626,-13.7407846881048
"195","2010-03-09",4.47416444959785,3.49199386942356,4.4594484307158,3.77183598636481,-1374,-1187,8.21748285027457,6.53823977747123,1.32814627495748,4.63198012128068,5.50591437890944,3.76872402566359,5.85154454978447,1.70739336846104
"196","2010-03-16",1.96600518641503,1.20278092387149,1.99235481760045,2.89114054728117,-772,-5863,4.75696449383332,-0.736551042124134,-1.56060240670026,-9.05165541453616,1.59851015663524,6.74433290461725,18.1114907595184,6.86719805399285
"197","2010-03-23",1.59975574081557,1.03327380284881,1.43023668871347,1.92723664319967,242,-3270,3.60877124723817,-0.122238416055076,-2.90497132932543,0.545858376045594,1.45686342582643,0.676760639786167,21.0785561478842,11.7609753680652
"198","2010-03-30",0.726954792178169,-0.316563362236089,-0.016664664781274,-1.05656171095294,3205,2634,4.29698625809465,3.19597449337632,-2.06633787117578,2.14183995474073,4.78582121092952,-2.1518281426383,-20.5512010380493,-1.29366686458461
"199","2010-04-06",4.98267937857921,2.93463944725101,4.18838157388546,3.61236328875378,2301,-2872,11.540444497366,5.91062662711401,5.75497543143584,0.164380909950523,-1.05839584143883,5.39620725464829,11.2569620326113,0.550730158065882
"200","2010-04-13",-1.45641344463048,-0.405408136234087,-1.56180613595041,0.253298493429988,903,-2298,-4.75117795508737,-7.12792551191406,3.74293115231978,-1.0027431331002,-1.13632209061887,1.38099695640648,-22.8961054511171,-3.75555126133289
"201","2010-04-20",0.549282901192605,1.00972932978198,0.406498637722486,2.4888512273467,532,-5635,-0.940365889875672,-6.52418098053911,2.18659408342852,0.603590034755008,-0.978790234356275,3.97113109095031,6.38461957402665,-2.7257654445819
"202","2010-04-27",-4.32130389015661,-3.35112426463837,-3.39670808025865,-5.01906189375063,-3119,6762,-7.55808388539272,2.05591647815595,-6.67182641955737,-6.23651523977635,3.81085895362325,-6.74602294999431,-34.8106656078441,7.43082140682709
"203","2010-05-04",5.27204523214309,5.01091340554218,4.68331738299259,5.4298431029256,1249,-2521,6.15672074760916,2.22212116592235,10.7831096493861,3.43110015039354,-5.37890058763182,8.93270073428205,40.1190141094554,-11.9173379154345
"204","2010-05-11",-0.917400080533426,-3.80339706218678,-0.453752960032539,-4.72443323787548,-1963,4076,8.23340387266036,12.6548786763159,-3.00396803817442,-1.20707365922712,-0.725128441078482,-11.0674633247449,-33.3834879723335,24.4481346199057
"205","2010-05-18",-2.19245833435604,-3.31699066151252,-2.18985777326655,-4.3983954742064,644,4251,1.09258926577454,3.77900614307052,-6.01707459610576,-3.73777721176882,1.77021076485939,-7.04734655376154,-25.9455540869055,6.270339465501
"206","2010-05-25",-2.27413588051384,-2.86212387820495,-2.88525773652815,-1.44107037925725,3464,-4349,-0.61267107071945,-6.73274103017452,-2.10773198691871,-2.71334213889141,-10.231194850191,2.23824818164573,52.3481193555025,-16.0876703604767
"207","2010-06-01",-1.33535571200749,0.719722765137831,-0.620810847364872,-0.666943278951848,-2883,4511,-7.31195892993188,-0.494715440615856,1.93297953483498,5.74923578892097,1.326888566952,-2.24013090670212,-12.2270452583463,-4.05196530831997
"208","2010-06-08",-1.45780536623832,0.649234303612545,-0.132792770176593,-0.89633522582151,-5543,5042,-8.12236157019353,1.92320668902237,-4.36209465620738,2.16428834194939,11.1060337093461,-12.4209674641047,-50.3927665793855,39.1392503670113
"209","2010-06-15",-0.701688266919831,-0.615090658775763,0.0770059932825973,0.360043764006868,-3275,-3157,-0.988458889157684,-0.678385815297311,0.408420922445885,7.19912081785932,-1.56541446922098,-0.0863728267217923,-1.00964602510096,-7.6163094937808
"210","2010-06-22",-3.91805727426959,-5.4097148855961,-2.34224275705071,-2.29886732657878,-5470,-9308,0.87728028164431,-2.45870215443933,-2.34172324174864,-3.31172304468375,-9.26638639238622,-2.57722551377331,4.19619014395423,0.0641364568393143
"211","2010-06-29",2.13757895940567,1.54447784278808,0.970908681979843,0.856377743436454,4312,1932,3.96318379259331,1.2780123075288,1.35228110201275,-0.772825865791837,-2.47616059120048,6.33292361608397,40.3506348744623,-16.0051119708193
"212","2010-07-06",1.26874240268293,0.493590828972046,0.573917178051353,-0.85854649391095,2638,4303,3.58979998753526,4.30889336123332,2.30932431887094,-0.0403899471240976,-1.29390216711194,-1.58608141082439,-1.02587153132507,0.634510891302043
"213","2010-07-13",5.31654583391781,5.3593147146902,4.61839400394854,7.10828299791189,1314,-6782,5.19034001056173,-2.00224559000421,4.90074939336917,9.20585830509122,0.444537333567219,8.45142205935687,38.6471878549282,-2.03115875749127
"214","2010-07-20",-2.89102303094477,-3.09780598385334,-2.91592599524133,-3.89671533752054,1113,3309,-2.28280003442549,-0.235611149744308,-0.396849403640331,-4.40656227037426,-3.04475326049634,-5.62317109995849,-21.1376337692547,4.07535258629927
"215","2010-07-27",-2.38344289405727,-0.132780049898606,-2.74459690061253,-1.30887019381287,2410,3915,-9.28399743440789,-6.70217901812631,0.320343302746018,-0.800130789470543,4.82194465987078,-5.95454092610304,-42.0380825561088,14.2612352869376
"216","2010-08-03",-0.827669963509692,-0.468194368885122,0.432428016971542,-0.654184140657854,-5338,672,-1.99044281534313,3.44715846265125,-4.04888929724017,-1.90463854433514,3.63373346302307,-3.33069388354854,-1.9964937596372,9.08836981931884
"217","2010-08-10",8.97857968693199,6.74579723234565,7.89245024286167,8.03312293830309,1819,-5433,15.928212868878,7.5090699100949,6.81834709889717,2.53309948159188,0.658711079682917,18.4310002221123,53.7261464977069,-19.2189498264696
"218","2010-08-17",-2.55676155934381,-2.08969744796885,-2.16522626656612,-0.988906012363167,-965,-3459,-3.95856139521413,-5.45191095406601,0.575740878240971,1.18977097106239,-2.65637428190857,-3.78049784974159,-18.3811130058457,6.442809101212
"219","2010-08-24",0.670159337594178,1.03104613065881,0.448504964987606,1.2553829661254,813,-1022,-0.431164487124214,-1.89344451384166,0.06677394861061,-2.19414340500794,-0.781097149575416,3.15342297085746,19.7974800543323,-0.630759088997479
"220","2010-08-31",-0.3107090116794,1.97261983740802,-0.0155627948570825,0.515425242419632,-1292,4784,-7.6753434863452,-1.59785112080861,1.92437900876126,-2.16009162516482,3.78937795300356,1.77254906427464,-8.8335254251545,-0.346552334123551
"221","2010-09-07",3.50956403885174,2.20415180527809,2.93879143773861,2.19655075263798,1499,-375,7.80664384085661,5.14139408332888,5.85574744183521,1.68553732957015,1.961732823926,-0.0219755065550942,-28.5709875334312,11.1634524290865
"222","2010-09-14",1.8007468354643,0.122321351093291,1.8655219044085,0.854199890257945,-959,-2706,6.99152575148396,4.76545150950276,-0.575810904332386,-3.36929588787385,-3.3588995643786,0.975079603024476,32.1702128601146,5.90781035648487
"223","2010-09-21",0.587172668776148,-1.49040808408092,0.689799122380563,-0.0690470716406821,-727,-4877,6.55063268725691,2.79333248099842,-0.582522649979822,-1.23075058171818,-3.27357453529746,-1.5716329458737,2.42734483976221,6.14877269798129
"224","2010-09-28",-0.714928432729245,1.47224243930193,-1.5096185562598,-1.54834518799074,4209,10718,-7.00661959049409,-1.40386791494436,3.73525220960964,-4.18265149462602,-4.71326592519539,5.83900506914592,18.1958138985278,-24.8064350676444
"225","2010-10-05",1.78728353394195,3.2049368698269,2.20260057480957,2.85967109849974,-2682,790,-2.59285637652429,0.38735687102136,3.18564546349496,-1.18819470752172,3.36816831920448,4.69147292421255,2.56366792700113,0.657555579166313
"226","2010-10-12",-0.293433497031081,-0.0346360011173275,-1.150319051591,0.0268354078713173,4406,-224,-1.12110299725146,-4.51839575927035,1.9338696849406,-1.36975789366289,-3.23888775119574,-0.985307633648702,1.90976854915021,6.16567926528102
"227","2010-10-19",-3.04835494743738,-5.99459806923868,-1.76339743390184,-3.20877020865176,-5349,-9058,5.87686306096256,2.35109537509821,-6.72807616907782,-2.43568421226961,-5.2274840149126,-4.99662991363543,-4.70787855914292,2.83230684893532
"228","2010-10-26",-1.24059605706623,0.25388957745367,-2.52553353894243,-2.72375954453619,6640,10555,-5.63550235196519,-1.97872845782161,1.18692667400353,0.852707310683698,-0.524649826932588,-6.3711123525545,-2.28551005889024,5.95357348490744
"229","2010-11-02",-3.91446421705659,-3.73481387890315,-3.34492263759145,-4.81864600378383,-1500,4133,-4.46057526872536,0.596807107552166,-1.41253650897948,1.18223879514989,0.473489469583122,-11.7035124906586,-46.7226128068621,9.1673693075899
"230","2010-11-09",1.34139834616018,3.42870373960391,2.35385795116958,3.57354322658665,-5196,-820,-5.3100965980402,-0.893020033073988,1.94146874759209,0.655522076105974,5.80524559290936,1.25712018663737,1.22205744003203,12.4378297563927
"231","2010-11-16",0.349502531614654,0.192428347225793,0.584624261916566,1.78800676584618,-1247,-5609,0.870712840012899,-2.76664938669597,-1.85039129510773,-6.43706625271356,-3.12688162753716,3.37007000606899,37.9810693850789,5.37025324286962
"232","2010-11-23",-1.38648734274671,0.882369941958494,-0.762306422278414,-0.215729630818018,-2431,3753,-9.27879919330792,-2.33616579677456,0.377774555782651,-2.50315392774834,8.27611830457045,-5.53407213644395,-42.446277333392,13.0538078640525
"233","2010-11-30",1.49400849078347,1.83141714819612,1.16582420087052,3.15095785296862,975,-4985,0.249050089010439,-4.84619308359395,0.226749374492918,1.89494767352922,-4.31402129917107,8.46917058798127,53.1197976428274,-7.22038545392252
"234","2010-12-07",-1.63108775512804,-0.55214420825429,-0.881936822677609,1.98373503084497,-2915,-9196,-5.74914683693528,-10.4941606981013,1.24640898128643,8.18776557984027,6.37001707040721,-4.39931731429706,-60.8482793981892,10.7609061209683
"235","2010-12-14",0.692010839212287,2.77416009827665,2.29278163505668,5.0480438161971,-8005,-9502,-7.90987108270222,-8.21784059985813,1.46191294002627,-1.2565348033192,1.13272043864434,6.42574823140407,29.3123873078313,6.99867382322825
"236","2010-12-21",1.87526936259346,4.69283739026114,0.532115980477066,3.12956425902318,5662,4638,-11.4287823631704,-10.8199548246851,6.27297933096962,-17.4276308014166,-4.30268483135237,13.8945037399123,42.3424671797729,-6.48025575006841
"237","2010-12-28",-3.9199465995539,-0.757743045351411,-4.36875128944436,-3.50628411278961,3799,11064,-21.8984111825336,-8.51474553820779,1.69055355451899,-4.5611880091899,0.671995360883137,-1.09591286543367,-25.2241113309976,-8.86506473461317
"238","2011-01-04",-1.58787422903917,-0.81680654771592,-0.186900135653012,-1.52907067991794,-5857,2897,-6.60971431371689,6.17802818827986,-0.338700524740787,24.5031171872013,3.81641590519664,-17.230853752336,-37.5510681405638,15.1235019544819
"239","2011-01-11",6.91541023973112,7.30446887268208,6.17954704676666,5.98007472736377,360,4139,4.26695528533827,7.084867449929,9.26692907944116,-5.71896196357056,4.54751080985165,7.28733950363942,7.18153270292579,11.4104598308739
"240","2011-01-18",3.07697756036287,2.56069927614693,2.95761110088808,1.9174105687906,-821,2343,6.57427578267455,7.52251919233231,4.59161742755505,-22.2010492053121,-1.17698173012464,9.93466124024884,8.2485506706039,-0.0278247380578023
"241","2011-01-25",-4.28332459772971,-4.74552740705487,-3.60453552533837,-4.51652636210795,-1381,-424,-1.26741053576165,0.196577961154354,-6.51277100551244,-5.17444545115691,0.141049324729181,-6.66146188996546,-24.1503348312715,-0.0497665621157495
"242","2011-02-01",1.17438368840119,2.38024924933793,0.899825017663325,1.66284163677073,801,2638,-6.92474282324742,-2.26801517087427,2.76776413264948,-11.9103465325807,-0.315328651391411,7.65942936902135,20.900042358949,-4.12794608015226
"243","2011-02-08",3.06459835158623,2.14539842039123,1.84537679208905,2.52676930879616,4749,-1749,9.30559220723204,-1.09243317585328,2.72932597806221,-0.616777015550696,-2.49605722936117,8.06525737851054,27.388659611039,-8.73991292983156
"244","2011-02-15",2.07009232022699,0.271866241810059,1.42218369072733,0.24383706936888,2454,89,13.1136367107196,6.43730263926496,3.00099210375109,-30.840232329011,-6.96666515929465,8.23873489666695,14.6969745438586,-8.29640731822696
"245","2011-02-22",0.810746563996823,0.685667361760167,-0.0494100950593435,1.2626075692209,4114,-2479,1.52845420453787,-5.65351656060429,1.02591706111852,-19.2097351764826,-3.8869245335837,4.18460054160779,17.3611843559373,-0.526845172453605
"246","2011-03-01",1.71807643440882,1.99430604019391,0.830494560837103,0.803388944153305,3998,4814,0.124920186641653,0.950273067843987,1.30416960357245,-8.53898625072809,3.20624822804358,5.87817137457716,2.08376165647977,-13.4316267938546
"247","2011-03-08",-1.95809464524004,-1.89210577776304,-2.09108703040144,-3.42480429045331,1294,6447,-2.34313098961181,3.59439350447666,0.277559468397293,-1.05099151241888,-0.694913511075335,-5.74970523560054,-23.5394497885794,4.09159723626491
"248","2011-03-15",-2.53731358166309,-1.81601298809539,-1.0042374497921,-1.65353023267851,-6877,-633,-6.86298403576604,1.62497888311588,-1.76447223493685,-0.230106989894274,0.799429258247564,-5.60937121513447,-15.9356147561189,10.2986116566242
"249","2011-03-22",-2.42538378646913,-3.23229252711865,-0.76321149499563,-2.8245365092971,-7321,-1535,2.39946475428425,7.05086770536951,-3.18692775514542,29.6477301514317,0.89739530313846,-14.6518584797128,-31.1815024140586,16.6625981608391
"250","2011-03-29",-1.3673875554538,0.0836420479105371,-1.42199051623972,-4.39855997279306,877,17125,-10.2480073586989,8.63872279503219,-1.75411739692759,23.6898956572363,0.837735960269193,-11.5630879970256,16.5903170998504,-0.197035732479911
"251","2011-04-05",-0.312121638403795,-1.04693713108315,1.18947429799672,-0.575756278739092,-7277,-1891,4.29968968024177,6.58428667309536,-1.33340621227411,-0.831733038508276,4.37076460296488,-0.590038518878799,-42.7293681454406,-0.445639434834533
"252","2011-04-12",2.71707370356395,1.43403089928444,1.02557822211296,2.0684660277281,7163,-2225,10.2192306795025,-2.11478306708646,0.00891285457029767,-18.8671624434294,-3.63757891349454,10.0515907627415,58.1300403892802,-6.32210087588216
"253","2011-04-19",-1.6664633384476,-2.31221167781097,-1.61349143844749,-1.85791047879089,466,-1911,1.87286338500101,-0.865630010770779,-2.39652864162334,-10.5788241123598,1.29437896317519,-1.78104745657048,-25.1502485474353,0.897590426890105
"254","2011-04-26",-4.24326461391473,-3.70407257020116,-3.43336077304297,-4.42960938006962,-2044,2307,-7.1882668863914,-0.459876455513175,0.0251005735657728,8.25882101637987,-3.91768143546383,-10.9204613672169,-58.9194690881499,4.45402594753279
"255","2011-05-03",9.61717393559969,10.4678083107574,9.47232813251002,10.0096428407362,-3844,2931,4.75271265011674,7.88329131878562,-2.46223422732097,14.7066420302725,29.1563147885508,1.59371069499095,-5.03503050416665,22.5541189078147
"256","2011-05-10",-5.26619654531331,-6.3950765686883,-6.40584211701185,-5.92311927930105,8185,-2559,1.13081713727574,-7.86275262998544,3.32776120389475,-15.1122337558311,-27.9628590969729,7.3962174400716,79.8813475192084,-26.6558184868018
"257","2011-05-17",-0.760231663152844,-1.41585007832088,-1.90364471614988,-2.33327193136219,5872,3192,2.74449841483122,-0.605605538918752,1.74713747758979,7.83249307846781,-5.46923674326063,-6.2545668674213,-8.95036233736679,2.03632884167622
"258","2011-05-24",-2.79272972361717,-2.32765338962277,-2.42240431689886,-3.07009586381515,-769,2303,-5.26377146238133,-0.507072747653581,-1.05422898687557,-2.94334601514183,-1.44673130426884,-7.68189569828444,-24.5643315650515,5.28164711974277
"259","2011-05-31",-3.6024522721938,-2.57111626609827,-3.20993946527892,-6.583143153102,-510,13064,-9.3543893419346,6.03338504811166,-2.23331864273071,20.1067321314609,2.89691647882844,-28.7484464520473,-72.8973057247904,14.7205888938251
"260","2011-06-07",8.16153707695939,10.4183086130901,9.06526029655339,11.2373302809646,-7621,193,-5.96072176788827,3.24835268746266,-4.10858053942764,8.94355177265513,30.7687880658685,5.0289649755678,2.86101988205836,18.4210671336455
"261","2011-06-14",0.0651092356443783,0.0110678737469172,0.831404923051338,2.01928219009044,-3880,-7467,0.431671303913106,-2.55631918948591,-2.25979719245792,-0.605985701329459,2.94335300617838,9.61624359997444,-9.13287881604141,-5.02306016255094
"262","2011-06-21",-5.2389076141786,-6.19927728105409,-5.73925721782338,-6.27055610328089,4849,-1061,1.02981939927567,-4.20485221183782,4.22307020832111,-10.1100275226523,-24.6201661319079,10.1774977174937,74.2772185462435,-27.0271645928858
"263","2011-06-28",0.347420690023625,0.731918365264228,-0.754801671911842,1.93972143188841,5089,-4167,-2.108209199762,-8.88303284841232,3.05901528565045,-3.24813752487039,-5.1727403818882,12.5087806415889,20.6487963710869,-15.6071460374335
"264","2011-07-05",2.09133508617008,1.97601202293729,1.32877242664478,1.04920862581519,2859,3717,2.83520428388879,2.21403504998889,-0.10202316446204,0.443528893349665,2.09535976786857,3.46757283071906,23.0422244518989,-4.0723261243123
"265","2011-07-12",4.55583291257966,2.92987075225053,4.08012051946471,4.124676444202,730,-3896,14.4123010935939,3.93971953964627,3.06360462903559,-1.29822536433597,0.914942700339516,9.07776233597914,13.1738111859589,-5.63702940159718
"266","2011-07-19",-4.76519990231825,-4.20223058467819,-2.74796865094622,-4.62786273735212,-8083,867,-8.05123252939133,2.95985622141508,-2.19609344899929,4.0660673017415,1.04155601830183,-14.3382992785826,-65.7304746485176,13.9477341985243
"267","2011-07-26",-1.30941613585787,-1.83511416017126,-1.39437156869757,-1.5838875474925,963,-1208,1.76293474194011,-0.842359678778593,-0.947745322142701,-2.68337120815758,-6.76520465970398,-0.179606856280579,28.7790620620136,-3.9907153679458
"268","2011-08-02",6.23362406833898,6.10334158394821,4.88519239379759,6.538467883321,4138,-638,6.97822445930498,-0.0733723598486336,3.43509725694009,-5.81404861959989,4.7874436708808,14.9730402680479,40.3726921901931,-7.72124192280561
"269","2011-08-09",2.8859759951926,-0.380902671993866,1.50893520565916,0.721050175544846,5975,-4255,19.6822790846234,3.91291166895922,0.310622109439151,1.29855242411931,-0.632132683644393,3.09082654147446,-4.90620288912229,-6.098631312123
"270","2011-08-16",1.59968600159459,0.477417289321735,1.48418802840418,0.601991090482201,88,-426,6.66517394913519,4.08753222489615,-0.365278721825391,-3.90384804676724,2.35452612121723,3.15479888517416,-2.40399896605243,-4.85250794595746
"271","2011-08-23",-0.326764368940502,-0.364818944083645,0.738321569265743,0.115712226776132,-5426,-1888,-0.160386732240525,2.52231336240225,-0.453832163125156,-0.713179813048903,1.17607672227358,-1.06448811026372,-8.59839226121011,4.12147861027385
"272","2011-08-30",-3.62477281058649,-2.37629204912562,-4.15659695253829,-4.26130530420128,3987,6824,-9.26811857426095,-3.86074952504725,0.359876421274308,2.65452356073421,-6.80863404690975,-5.03708887815151,-2.23444177795535,-5.36135635510835
"273","2011-09-06",1.67803866811465,0.723087275042289,1.81705502235925,2.78940176768376,-1267,-7658,6.02916488434762,-0.976799381829352,-1.69839587703962,2.00666210585361,1.56794834384542,2.78589933781994,17.7435583148668,3.19932428895626
"274","2011-09-13",3.76783289598563,-3.26791974062068,3.78605527138873,-2.27311244407424,-1413,-3936,30.1177584582032,19.6696260488814,-1.04367135942436,5.46406147298626,0.481373964682064,-5.31398931363576,-50.0964527461209,2.4362194686363
"275","2011-09-20",1.91277842746445,1.73958281426323,1.30106384269073,2.43087145788063,2602,-2550,2.46119214198917,-1.40665610223643,1.9080458723538,-4.62183432362586,-9.06819361366793,5.99338351769365,62.1489132696654,-4.19990425107706
"276","2011-09-27",-3.81248453512253,-2.79465553862313,-4.33361527051233,-4.63212405963542,3922,6696,-7.09341331607867,-3.60805102408914,-0.183066616534866,1.19783854199049,-7.19487175392803,-3.85875435513601,-4.42538413296472,-10.2796196612768
"277","2011-10-04",0.182909088288774,-2.39846814732712,-0.466557914678845,-1.88278632637005,3278,-2030,8.24251161620886,2.87751417639299,-3.87708872326034,8.01197608788122,-0.110516975602692,-4.05968591822656,-0.500254550100543,-0.967378806172725
"278","2011-10-11",-0.455314483279423,-0.028941924784931,-0.427683617698627,0.440115817453979,-23,-1678,-1.72863728578569,-2.45783376546118,-1.86269898017777,-12.2746687501534,4.94040282850285,3.4774892589537,-7.29799551425145,-1.66523850716338
"279","2011-10-18",0.887233532247045,0.736920176967715,-0.355768622147146,0.623413918978777,6114,443,1.33860428862747,-2.71908102403096,0.241456020953379,2.9218981355946,1.28544125409746,0.715566559541259,2.06713588741962,-1.03192726239509
"280","2011-10-25",-2.93800845078831,-1.71955958026775,-2.58328921033311,-3.60465798908951,-1177,6531,-6.6772175319608,-0.119914711414282,1.4445124272159,-4.24442515447492,-1.2862508559758,-2.80811703772663,-32.2474192111219,-5.9488167491546
"281","2011-11-01",-0.788318284088163,0.440292553938271,-1.00778182199637,-0.583280418805998,1240,3607,-4.75502937571317,-2.02120291428969,0.603121107448956,-4.5081176355632,-3.16157752059638,0.350905535922941,18.5135490484669,-1.51483408521447
"282","2011-11-08",2.60993014800324,2.47506827525967,0.614782332625197,0.763747498068135,9401,6391,3.05553699547207,0.255676430862728,2.30282187086015,-0.282464690593542,-0.748156173276726,6.12231309822633,18.2403477003717,-20.1989361718406
"283","2011-11-15",6.41880200555409,6.14440762239763,9.18599924804901,12.4509334496588,-15418,-22746,7.31753153162202,0.825086048678259,0.137902462637207,6.10598167661305,8.84359545545337,8.40803837634301,34.6847992735912,32.9193559654946
"284","2011-11-22",0.157842489670479,2.43838245153505,-1.06532188383408,-1.17396421962148,6532,14311,-7.65037587069273,-0.770977622399016,0.591808038671715,-2.79482390320727,4.68786444439147,-0.524229979373736,5.08275085223655,-2.65363234569076
"285","2011-11-29",-2.22981488290674,-1.97563712469027,-2.51588100854931,-2.96785648234632,1916,3518,-3.15071048575319,-1.30394141236607,0.743089949210152,-8.65139529253671,-0.672146196607137,-1.82095209170896,-22.0761398004843,-4.19229228568145
"286","2011-12-06",-0.741385748004042,-0.348636046579465,-0.257819063951814,-0.0626390071186478,-2378,-1138,-2.18592015213765,-0.778708069707967,-0.636595572608023,6.28787365284769,4.39698099483596,-2.14271015453953,-18.8897696452944,4.17481998930693
"287","2011-12-13",3.00829243938701,0.276219796855237,3.63670253986239,0.426858389488238,-3976,-529,12.543042640748,11.7583172727064,-1.9071158117038,1.3641149247194,0.906942942631694,-0.873165213251426,13.0244363040035,4.42115417067601
"288","2011-12-20",-1.17731136017252,0.49724696926905,-0.691823847017758,0.290213394721306,-2314,864,-6.88158573116926,-3.08013661143036,-1.25498750522262,-2.48616750284931,2.4363962644216,0.159290750699803,3.54802418122198,2.14000355014523
"289","2011-12-27",-1.13171029774364,-0.428121229839995,-1.38850731189777,0.54476217993642,1649,-3776,-3.6592712344051,-6.33718589887859,-1.70805859165757,-4.708640968434,-1.03651422646962,2.53334570751829,9.69664409416637,-3.61821078889086
"290","2012-01-03",-2.47657855629893,0.0458042899548872,-2.37167995462215,-0.446900052768484,55,1889,-12.2668621114205,-7.65826031344456,0.237772090101451,1.8914087013588,4.45327277602114,-3.29195840909726,-20.2596909099247,7.8705531728108
"291","2012-01-10",8.41986823235796,10.7181248010086,8.24190385433283,11.8081649435185,-1136,-3078,-1.67297392395209,-2.67148711984433,4.0587568989622,31.9598074546404,21.0755263472649,10.9724589870165,1.42753449624653,3.7528966710461
"292","2012-01-17",3.84880065990707,3.10626161209449,4.73466164901666,3.94532675945847,-6171,-3388,7.24819808504531,7.28953856659249,4.55752150102899,23.262978548466,1.76121630684332,-4.8705044691097,0.642492900428948,18.2277014787447
"293","2012-01-24",6.34374572148229,6.00842587020995,5.19462959856618,5.54288935059937,5073,2663,7.83379342385224,4.07792091956161,0.754794881316201,19.7722027658275,10.5760920282581,5.233427582119,15.2542614556825,-3.95131903891137
"294","2012-01-31",3.07185223603046,4.04805751562201,2.70283487192771,3.98448323101341,1520,730,-1.34382066675496,-1.55298586094581,-1.23555054051057,13.1246922100983,5.99696351633376,2.38897036425438,23.6463640324903,0.732677538646165
"295","2012-02-07",2.22045589356341,0.334590846537886,2.56309456349424,1.55458884104611,-2789,-6011,10.5460518991354,5.93149754301674,1.74819000640554,10.5890793225285,-2.03824977687255,-2.7198482139168,4.47005329190677,5.19755615903428
"296","2012-02-14",1.59447693422994,-1.40916131598026,1.17405454063224,-0.618091080814054,2330,-3973,13.2983334933463,6.81612291771696,-0.541646982457777,3.81877554440422,1.39819384338509,-2.09123135721097,-20.214252151511,-1.03059264189511
"297","2012-02-21",-0.764791486063565,-0.233505510196075,-0.657066796189909,0.42279870750157,-511,-3258,-2.71321145379879,-4.00627966026086,-0.455838808603026,3.09357022393577,-3.04340076322749,0.630890368527481,15.3829260088237,-2.98398834178144
"298","2012-02-28",-1.56124939778035,-2.19886419227961,-1.44942671379997,-1.89103122490977,-319,-1449,0.771374258114399,-0.0618175001443788,1.38500356075966,-4.02101796899377,-4.49605991951341,0.398083725441722,-10.3479210507226,-6.22812952496758
"299","2012-03-06",2.36375657583334,3.38910955721925,2.51550751888541,3.71619511363548,-1632,-1788,-1.42190656502095,-1.31805447717781,-0.885656632087439,3.84801459711461,3.0407167717204,4.06801987758119,26.118400463635,2.49696194814071
"300","2012-03-13",-1.12797078859295,0.776395398447072,-0.804777143908808,1.48679422337974,-1805,-3686,-8.67754483487175,-8.69837777343374,1.73881398754663,-4.67294099270514,-3.4757998614948,2.66608569067674,12.2854315080572,4.55884267046933
"301","2012-03-20",0.959639455173367,0.325690056531158,0.571173183817564,0.484923466378184,2283,-853,3.55282178422485,0.883244893498691,-1.97535092541994,1.25736763242124,3.60168530359317,0.974081530070592,-2.01906801843066,-1.8178362747113
"302","2012-03-27",0.553352686003272,-0.970307783285129,-0.114732184198907,1.26105996978669,4268,-11455,6.46179366395181,-5.24655487681773,-0.58477191684716,-4.42074704465476,-0.389913551379628,4.25927906396684,-4.6167697549258,-2.34991298710323
"303","2012-04-03",-0.3537864866475,0.313692828570389,-0.62278485127365,-1.05411876981609,1847,7067,-2.88824378172947,1.02232258425747,-3.92158974518928,7.99484282829042,3.0615559394441,-3.80031849207878,6.63911179237893,-1.96886003231587
"304","2012-04-10",0.774743985292936,1.00661447492154,0.784160381312304,1.41312397041276,-228,-2279,-0.124986118276205,-1.62625513765313,-0.113198357512623,2.0648472434198,-1.40427633906093,1.39001329858441,12.8809845886957,0.733045198821713
"305","2012-04-17",-0.85963725052931,0.400491485009802,-0.135598582371621,2.09756549143734,-4574,-9097,-5.93484191770326,-9.33319397922183,-3.78977162878424,2.86751420553504,1.51482153909015,2.2188986374406,9.6701251545932,0.790338743869512
"306","2012-04-24",-3.54335424499723,-3.65741581535737,-4.14703987409997,-3.74935698003487,4741,1407,-3.07052543353343,-5.90060663636756,-2.62257445712599,-0.308052310447593,-6.11123889046237,-2.83790696594242,0.277895739686507,-11.229423167479
"307","2012-05-01",0.334400962130488,-2.52518724314239,0.0156436534096471,-2.84741397810784,1949,2233,11.3560438944031,11.8652719196216,1.99241973127275,-1.10450349643862,0.695461525334906,-1.53926943563114,-26.6055567479171,-10.1957011555875
