"","Coffee2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"116","2009-11-24",-6.47300430553592,-3.32969321840046,-5.94730776047836,-3.60666268886245,-347,-2088,-19.2244014838989,-6.26462777773202,-1.11088660153129,-0.31001768678145,-7.95016888026225,-14.5470512995992,1.85940994756937,20.8776805659171
"117","2009-12-01",5.03784435494694,8.20247658145679,5.70066111831107,32.3705915846272,-788,2008,-10.1969630845533,1.41096242016108,2.05775443419629,48.9961303634214,14.7300226380265,24.7228393102283,28.5139873559807,-13.8469674265106
"118","2009-12-08",5.87737106294846,6.34432072947426,5.83137830066036,5.06160017985557,-158,4445,3.37368911230378,5.97484904000858,1.46881465616566,2.28030566832018,14.4069472923318,11.8149671774148,1.09503036964647,-7.86881328322959
"119","2009-12-15",7.24764942377316,7.57955474189647,7.62974373044738,5.83575400443017,-699,5745,5.42180167165398,7.95907160943088,1.18630470460559,1.56811699348474,15.1458522395929,7.26185385801603,11.1419760506594,24.3890869294471
"120","2009-12-22",0.044116431328689,-1.13111409328024,0.24297698372493,0.659651917340121,-227,-1152,6.33881311039595,0.167108847611175,1.11728241148388,-2.08075938380023,-3.24361168136136,3.05324070446833,-4.99378998760118,4.62747272153639
"121","2009-12-29",-6.37871517821562,-8.34655528531183,-6.44038049135638,-10.5926045666639,343,-5542,3.20317038350773,-5.70074162427332,1.159445499135,-4.54026132287861,-24.0046260523085,-14.4268811456103,4.01478327355544,-26.9718083658487
"122","2010-01-05",1.37345556409727,0.060795710410666,1.43531062298674,16.8422147455628,-124,-2835,7.1963600696952,-1.50268296550067,-0.159416067657681,0.487746363843478,-2.50360781613246,37.0553741165043,12.86201136767,4.18409654478742
"123","2010-01-12",1.08763562562579,1.46808340952695,1.46804132122345,-4.03320238080163,-462,1977,-0.557646036187798,2.57954544744283,-3.66009216741841,3.9005481286905,11.0373693001609,-22.1701270041283,-6.39526735248825,42.0921366344857
"124","2010-01-19",1.87722942477624,1.08040973154218,1.05223443167368,-0.842323039555559,826,1075,5.28568159609843,1.4183711376921,1.51919162547891,0.478497732718708,-3.92760873753648,6.10158326188426,19.8233750183995,-36.2964485519018
"125","2010-01-26",-0.944149935303074,-2.32232410836826,-0.946237364081348,6.7747712304973,39,-3219,4.63076506849287,-2.49191934338899,1.17055162118476,-2.72631507583654,-7.56079336428499,19.0975873033025,-3.08479089813236,-9.9797846273713
"126","2010-02-02",-0.587748267795085,-9.00826747012999,-2.26482632205531,16.998466761464,1833,-10761,26.8378762958527,-6.82048708261878,-5.11638881611454,-1.51901654939746,-12.8599109181737,35.5629589473796,-19.2997364632211,-27.7242007455097
"127","2010-02-09",4.88500217627941,-2.35385518757294,4.78363765078029,15.519177789877,12,-5564,22.3356672474395,1.72249247598319,-0.923421403553526,-0.560362046153706,-6.21292655084087,25.4454384891798,2.39740091075458,-1.69580123638973
"128","2010-02-16",-1.17772378284169,2.35385518757294,-2.30624231202938,-0.396704822975913,1269,1892,-9.15496787376568,-2.89670220187883,0.00900637201421972,-1.61323614412741,3.00691034255625,1.53313107467898,14.5729487435744,-27.2373953219126
"129","2010-02-23",-4.40489119174678,-3.35929243738917,-3.32267560207917,4.35273975071926,-1110,-3703,-6.95245680675889,-5.85221592789029,-2.13681885207233,-2.50154455767735,-3.73196119179102,4.9360815165997,-9.39074294118338,49.5115009055976
"130","2010-03-02",-1.78905341123041,-2.88019472169889,-2.38448158281059,1.37732712431777,652,-2489,0.867417658974468,-3.72261041202133,1.11165627049399,-0.293199266706168,-11.7094495098584,4.71431695616111,0.437575685845282,-48.5910473326904
"131","2010-03-09",0.852558205551723,1.57187116783586,1.18552304957333,0.47528264315293,-359,1012,-0.887447035460021,1.44342646752236,1.0048971037504,-0.910554543838771,2.95399786732435,1.85603337190265,0.925283483549322,-22.6749521456624
"132","2010-03-16",0.621455661253378,1.51263843104097,0.349322888428638,1.62471953136212,277,662,-1.5951341046776,-0.115594186405588,0.939142404781101,-0.568476983128718,2.90491876583019,-1.34972960484934,0.792276018594684,81.0747751112274
"133","2010-03-23",0.378311876395898,2.12967629153376,0.489091229174399,-10.5694356301116,-122,4441,-4.18769737377183,4.26641154063727,0.998898427828188,-0.376452706538366,4.92508943606111,-12.9382301660623,0.290316095245835,-42.9099886242161
"134","2010-03-30",3.86606479955809,6.6341059954194,4.32637915413441,-14.4131770008658,-563,8635,-3.98717917020139,9.60197395958318,1.42981756485767,10.3212287119536,17.9096947773836,-32.9304339700254,-0.748236828821192,43.2015340202285
"135","2010-04-06",-0.421329472295007,0.823251574652595,-0.140451370288908,-8.05646224317442,-301,2378,-4.24107766732682,1.73938882271525,1.84453341374624,-4.81803794514413,0.798929588902375,-10.5351363973229,-5.85665880312511,-6.8525108166658
"136","2010-04-13",2.14622724326059,-7.15416595317482,2.80396379327446,9.69005166118233,-793,-7728,26.7988322740147,1.17927328593801,-1.20426383343375,-1.38822259145677,-15.6606658546677,18.0458989271782,-15.6439094807402,1.54682125092087
"137","2010-04-20",-0.765994484327948,-2.69505822044884,-2.21448764078396,25.2603107414625,1642,-8467,3.42775202397405,-10.317277127073,-5.15643344427801,-33.4701463877325,-4.26527199539866,49.360919704556,20.3394724950455,24.6356305625949
"138","2010-04-27",1.31458484769968,3.70170374484182,1.89214743877955,19.0746148277261,-670,-3260,-3.91366878411752,-4.92105126993749,1.81267025695035,-5.61431384746918,8.93542827265943,24.5529964675812,-2.52204006429455,21.8453506038679
"139","2010-05-04",-2.32144490038824,2.98319755134973,-3.77760507800691,-21.4961256223257,1645,9085,-15.5558846440224,3.2232426468795,-1.29010806449728,7.53196784368981,13.2499223257126,-29.1972250638917,-10.6162504633366,-12.0257164185152
"140","2010-05-11",0.856978832891997,-2.10869010189327,0.686589536672955,-1.97308739826187,183,-1107,8.55617512223663,1.59787077120388,-0.274572712977417,4.9734928130178,-6.26813826597257,-3.12634006190446,3.60867960075826,-12.6178702868645
"141","2010-05-18",-0.43078625412889,-1.33093626990473,-0.751831600820019,-3.29263006211047,351,-134,1.7512922875806,0.0889739413818091,-1.30828452185021,-5.97092154646877,-2.55762720979877,-2.11928461516386,3.54274982131066,-7.82450236330785
"142","2010-05-25",5.1643198259395,0.0599356361346892,4.43286618391081,20.0030549432521,839,-5868,16.389002570328,-1.20479693407702,0.58306526086902,6.975303876035,0.146531182875442,22.6823313712453,-3.75966964606533,31.3041574029856
"143","2010-06-01",-0.795211925372641,2.20165669321943,-0.619213410105246,-12.9628304758519,-206,5675,-7.16164517686089,3.94578092020001,-1.35034427353915,9.64232111719756,6.97109666391409,-21.1799269041485,5.60979272100344,2.74253416717354
"144","2010-06-08",-1.4319926956178,-3.7373819413812,0.0893255977214125,8.89289231189014,-1718,-5544,3.51764249871351,-3.08635267146666,-0.70543334271651,-1.4596646923124,-9.78872071322474,0.288688189556119,1.26777654292844,82.6263204538828
"145","2010-06-15",11.5154256018261,18.2592676885283,10.3354438351522,-19.4076196425989,1366,20670,-4.08665026455637,19.730651884397,3.40619711964329,16.4388560419427,30.753580983057,-30.6382793541106,48.7444054076484,-37.6394483702148
"146","2010-06-22",6.89377542780729,6.01299117353005,8.66651937888143,-8.2682358288185,-2378,7671,9.13884991389615,12.6202207075609,-1.15377159971359,11.6886576609346,21.4296788029085,-18.365532116292,-22.7176039428844,-19.6341902272833
"147","2010-06-29",2.79206325442019,0.217670801977654,3.11630162473264,-3.60994314329037,-514,1052,8.97482994996679,4.47359491291071,-2.62460389272707,-1.76435248586984,3.42406636637893,0.526967049020399,-1.98405786804603,-32.3299708064674
"148","2010-07-06",0.268777656556018,0.497821771328866,0.181237704564019,-7.42423094345348,117,2121,-0.259805411365832,1.59027221732586,0.505264232807612,-6.83492109101209,0.754520754755283,-10.2836170806127,-0.869073508850171,6.40613080528762
"149","2010-07-13",1.08147076222576,1.62787994880773,1.46677862350124,1.60921404408292,-578,1248,-0.195895807885904,1.44153788981995,1.07220967319002,13.5956671614389,1.61119744198093,-9.99445480462633,4.4037217528075,9.03074505016663
"150","2010-07-20",-0.488827539860281,0.836782732747032,-0.848376243779292,1.5609535561655,527,489,-3.6876149238978,-1.28181470931743,1.35048883258939,1.50299188316811,2.64650398798452,2.3460320494161,-11.6423920107701,-1.67110309211251
"151","2010-07-27",-1.67866275951312,-0.478602389678784,-1.57929902211702,-11.1137210791334,-98,1834,-4.70400094066843,0.0664761042893147,0.238845466865989,0.88898770898389,-1.98472814936608,-25.2100746387079,4.26625024869587,-5.74975870432999
"152","2010-08-03",2.25216762336409,2.18680202471955,2.44997740420629,3.12729067850359,-342,1565,2.42028102399328,2.33902386963916,0.72441119072213,0.788222292947793,3.76336928079386,-3.12023772028045,0.98894142456416,31.5931230368848
"153","2010-08-10",-1.46595732667869,-0.782707149027395,-1.89235712704559,-1.57648042013037,644,-472,-3.24285809422467,-1.94440214415437,-1.27575334783678,2.38859983098969,-0.0476018014886392,-4.00505865538836,-2.41889906007273,-8.95051438680321
"154","2010-08-17",-0.876457755503424,1.49361995013297,-1.16865150839534,-0.820398692556878,427,1674,-7.39930086444236,-1.22625336244635,-0.604951432459444,-4.8038983797893,3.62456465596583,-2.46009795365687,-0.0960614867336673,16.5641390362978
"155","2010-08-24",-7.81162319876305,-9.50345140722924,-9.01372688726987,-18.0150770672553,1676,-5978,-3.09684408811002,-7.59711386624833,-3.73726471256841,-34.4099941428476,-14.4333256559662,5.81087529043458,-11.6042600108276,-35.4727347245475
"156","2010-08-31",-2.55645226128305,-3.41653759873388,-1.97730628713639,-1.37706295002555,-716,-2887,-0.271212309549362,-2.06725708047184,-2.48333936390885,-0.508906950747168,-1.32104771020103,-2.95784952278879,-22.8826153536078,1.34833503372871
"157","2010-09-07",4.73537771510824,4.11863439997298,4.5895717585239,2.93818741945024,148,3280,6.33076213844834,4.83555677385414,-0.115025526320345,-0.436123708037073,6.86812090771483,-5.9332353706381,12.2895828748888,35.0719746900058
"158","2010-09-14",-0.539134830272303,1.27751008184021,-0.287672849924192,-0.214707543566384,-323,1236,-5.3427840899392,-0.298443299440621,-0.107803514054261,3.11597909562416,2.04741084076687,-2.23456773078858,4.34404323244877,-2.93481988305615
"159","2010-09-21",-3.54977305941357,-5.17644138283835,-3.20597567672021,-0.173294733977869,-396,-4740,0.766198984120336,-3.66171577187302,-2.20589890238152,12.4303408558962,-4.80603864841598,-5.48909075983914,-27.6873730118931,-20.4382478314289
"160","2010-09-28",0.186801303402895,-0.795221701086568,0.405326795048744,1.37802133094436,-279,-943,2.67271443886834,0.255749943021399,-0.135419822079363,-3.57227740898445,-2.39252378067434,5.94293825578891,7.2510073456316,4.23775750812476
"161","2010-10-05",-5.44566594449893,-9.19582902490639,-5.94708246945252,-3.53020208988468,691,-7236,3.31646577108113,-6.32610053002782,0.105342372420303,-8.40620056889261,-18.4092058860248,12.634819088103,-10.1336050890664,-42.3518219878042
"162","2010-10-12",1.62171384804122,0.210292088245723,1.75039168432445,-0.699089129140518,-173,285,4.65212441021645,2.1344501433413,-1.33244457509907,-8.08429114044475,0.531586505142023,-4.17986985975567,9.40864390846077,35.7023720318481
"163","2010-10-19",4.51599638091498,5.62031509966427,4.69318874332636,-0.13547634315465,-281,4728,2.15649346509288,5.41923812875211,1.54779999463521,16.370082302857,10.6453234907535,-14.7550584516202,0.0532245200181691,-5.34797435662338
"164","2010-10-26",7.28042892216685,7.22987848270371,7.62669600353423,8.18991204059589,-587,5071,7.39023648449209,7.54407053541382,1.12925287170924,4.97459130713924,11.8781362718812,3.33517220571355,14.7336863166693,29.0681860430892
"165","2010-11-02",-1.10961030790939,-0.634007575098217,-0.623273498811905,-9.41752991286968,-639,998,-2.14975393761936,0.608147696027572,0.780994127268819,-0.728670529960063,-0.375713142591749,-18.5456166630495,-11.8663570159402,-13.7758174622602
"166","2010-11-09",4.13133595304487,1.02755817442599,4.13449022272374,-1.2555092728542,-119,1150,10.6488320473202,4.83067457669364,1.77564074633629,5.86755243564703,-2.388066793843,-16.3766284361339,20.1046670652218,5.83036550792775
"167","2010-11-16",-14.1620410293971,-11.7900068589181,-14.6109449932453,-17.2715286674027,927,-7824,-19.0856877701554,-14.2825723563025,-0.993393675446441,-24.3617910523851,-17.8388459296118,-9.55235586592895,-47.4015047376636,-10.8918687728699
"168","2010-11-23",0.213900291739222,1.82480904413591,0.18540208277269,10.6583583007705,31,23,-3.3450416686108,-1.16613507909022,1.96985381690542,18.2758838963668,1.24527940502546,-2.44755000107784,5.27076017542356,11.0654497919788
"169","2010-11-30",-2.99029636246964,-2.9620981695631,-2.94990103821888,-1.34531176971198,7,-2257,-3.05425743964296,-3.17150324890108,-1.35569222919081,-1.85587053897684,-3.95209658149565,3.54479458014723,-9.81067826811088,-7.3761171387285
"170","2010-12-07",1.52181434547778,1.53483669912635,2.20703978025067,-8.41611249645506,-863,2443,1.49225624198035,3.60189287613402,-1.53147578293122,0.639814156246032,4.26565143143591,-36.0962872860702,7.24308726339054,2.79841530374823
"171","2010-12-14",2.38332033603452,2.6713627952228,2.63722613062729,2.89684026134651,-384,1850,1.726286660341,2.60509399498492,0.634456167072983,1.86969536483321,3.84632773332303,6.32468812004916,10.6131653123747,1.94180858571018
"172","2010-12-21",4.22335933901081,1.46629509453735,4.16494318259826,-2.36251617005703,-58,1581,10.269287735947,4.94512619997316,0.872815917415082,2.73437309105162,0.417813712872217,-16.2261448761429,13.6006028878713,-2.19630790504279
"173","2010-12-28",0.838137602925393,0.0647750823661752,0.891418727455573,-3.47160347091204,-97,517,2.44201249542932,1.38208900293808,0.961209987942091,1.22306793638209,-1.33598076434094,-3.32803194606601,3.04989990805566,-18.8089890849052
"174","2011-01-04",-0.386980211265886,-0.15390938587192,-0.669916085793254,0.061283899573894,384,-141,-0.866342052220759,-0.750496323683514,-0.0119882515280167,-2.4235325217191,1.22151043145156,10.6994161520075,-10.7058736666682,-4.21776288532056
"175","2011-01-11",-1.57178947937986,-4.33111540525495,-1.55782199396093,7.27942855417449,27,-4646,3.89365829277768,-2.58544077866318,-15.1444836671601,9.76062871422432,5.36639200906137,-7.22437940181262,0.651589385319973,15.859280889817
"176","2011-01-18",2.14122811552144,-7.13989454301238,2.40719045757416,1.1680308349753,-413,-5863,17.7135122071244,2.55747337322063,-10.4325700546413,2.25641342054619,-5.33076497285396,-15.0302054165964,0.0927385766177125,12.6565458152947
"177","2011-01-25",-1.44860995355813,-6.55382847083388,-1.8970365371942,-1.34620142695407,630,-4694,5.67153606181563,-1.96358304462194,-0.235622493137022,-3.63511172940409,-13.373859565697,18.9551016305815,2.05511820028779,-13.2055668022014
"178","2011-02-01",5.36429636732638,7.69548773520583,6.18977622416388,-1.34288040054091,-1280,5955,2.2206739319758,7.06523400203256,1.05288506421282,-8.55820846662674,13.7370391798639,8.81583178714598,6.40162271195894,9.77024827323616
"179","2011-02-08",0.846018051956321,-2.6795973680775,0.952796876632078,5.47899213089575,-182,-2838,5.53552973849367,0.435607967157914,0.138119449222351,11.1954981383107,-4.39736627033707,2.93107953211944,-7.18565444264243,-9.45615300126699
"180","2011-02-15",-9.81944916472521,3.42417958371168,-9.89238682747651,-12.4779943507692,476,4355,-29.75987259008,-9.59375067304027,3.51389131987592,-15.6670283288712,4.49365412777016,8.65664847378103,-4.87627071054142,-32.8896146961375
"181","2011-02-22",0.400645476554651,0.936258028485248,0.250903423048854,15.1522032731597,175,-1372,-0.559384772649096,-1.59535020753925,0.896205992550492,17.5533502342955,0.28830853788655,7.91341908201026,5.96858086108849,18.2684599092369
"182","2011-03-01",-6.54708412727505,-6.89306392714766,-6.27072897680669,5.79910117599276,-109,-6171,-5.9253110995737,-8.01249269973656,-0.742337046672503,-1.111863800298,-10.9753086296051,-0.373134761285776,-17.9392661713253,37.7242376024653
"183","2011-03-08",6.00926441796226,3.68014226733724,6.19164758211799,5.6060883871023,-451,1854,10.0441709535781,6.28183076014626,0.52786132800815,1.33276073129629,6.50016769273289,13.6564172273241,4.42822055851515,7.4618998104965
"184","2011-03-15",-7.21213154994658,-12.6666423833823,-7.94923667943319,-5.53065938107462,1143,-8219,1.32170090626538,-8.32570326075199,-1.56213809029584,-1.28804800978219,-20.71945633118,5.43981827162892,-37.5654815786579,-35.2599270854951
"185","2011-03-22",-0.615738913833397,1.30132628885988,-0.275341670319129,-1.74942662799786,-378,1161,-3.48059917630525,-0.044640422146891,1.31477357285519,2.99449939406191,1.29762957022788,-16.7475327335261,1.19977443966466,6.01895133950574
"186","2011-03-29",-1.85679361551401,-3.69483848669994,-2.10493886161096,1.51037266412963,343,-2721,0.892654377523172,-2.67784712301857,1.21327280278454,-2.88280497833941,-7.26510455176328,8.16064296497192,-23.8617457300884,6.51427872747563
"187","2011-04-05",3.19877755114959,1.55228434264227,2.74793429170419,5.63287779394912,435,112,5.55812313952995,2.27319154671104,-1.6742937741844,4.83754448168305,9.95150741824347,-1.99084021209082,-78.0915846491484,18.4192464729766
"188","2011-04-12",-2.02112476744425,2.75425701705778,-2.03206281795207,-9.04106109631666,62,3323,-9.13851436955948,-0.905699046121278,-1.03016958921707,-1.51103984138068,4.94292415418371,-31.9404403560835,39.9386062031782,-6.09072966762731
"189","2011-04-19",1.26940931096993,7.01934302149763,2.16511074335326,-0.660370506008512,-1077,5109,-8.56091331701183,2.59396551919764,-1.84245146614224,2.14717430208236,14.5714329401343,-15.2071618588942,17.2200294851009,3.64935116554648
"190","2011-04-26",-0.647719172580352,1.46994289442333,-0.0025569453027785,2.10957746959242,-732,769,-4.68465532545697,-0.321818156300324,-0.277790675759881,-8.53410140173771,2.91108211669897,26.8240872956476,1.62003080193287,9.31453420947825
"191","2011-05-03",2.52125932688099,2.30865181386886,2.42255952155332,12.8395869839148,11,-382,2.93793011395493,0.728493660327523,2.0304190872686,3.49484252434031,1.98603504315802,40.4262462142404,11.9312321777951,4.56624979040434
"192","2011-05-10",-4.27560422812956,-6.49800276204608,-5.28870452247272,6.30474654272728,1337,-5979,-0.0713230454607583,-7.4344395541825,1.26502959449226,-4.17625649088116,-11.407836702101,28.7832482318953,-42.1485167292348,-3.92099576316642
"193","2011-05-17",-4.30303377272931,-13.7734706702954,-4.89182301885176,6.12546531205123,762,-10442,11.0154834712164,-7.22657538318536,-1.90208926452158,-3.21487798318518,-25.3423596098644,15.6318365009712,-32.6091520566653,9.05704721314979
"194","2011-05-24",-0.680499143432378,-6.31369136325191,-1.65592375551231,4.26302862376069,1061,-4706,6.85971814592641,-3.04628177126247,-0.099531006090281,-3.74319835827226,-13.1515100305009,20.4708653030165,-31.1485808838482,-16.2143370849879
"195","2011-05-31",-4.44190923006911,0.130837805297013,-3.73805755275463,-1.16364249982848,-676,319,-10.4851558594529,-4.37537805254546,-1.65519341515523,7.76602164138076,0.257493604351566,-8.39286549045539,50.3513408144613,-3.79598682202538
"196","2011-06-07",2.91813012208237,-3.39893873176838,1.93227378846039,8.20051542245857,988,-3735,11.1054973359529,0.291577274039412,-2.25251519105161,-0.842717829975292,-6.07552206120978,17.84762035947,14.8248556252478,3.85604688389094
"197","2011-06-14",-7.56344648551934,-1.29609014340417,-6.72106873400828,-9.3484996222875,-769,1270,-15.681569863529,-6.01751043957517,-0.500166191573115,-2.10879417138994,0.230306750836107,-20.1889994463361,-48.5431272477289,2.78289125026454
"198","2011-06-21",2.37845730680668,-10.7203221214817,0.0866467263522352,22.9386255942295,2239,-10982,18.1561515120304,-6.91382846677158,-2.39360398287296,4.98833499000924,-22.007040487785,46.7637662988924,-39.0650022323024,-8.24299831733413
"199","2011-06-28",-0.605610579031612,-0.428835853442067,-0.453432149430455,0.186523719268017,-153,-264,-0.790304780270823,-0.681575242612453,-0.804259102302929,0.897068137326507,-2.62479436972658,-1.52494759594735,56.798403760594,5.40004700520402
"200","2011-07-05",-0.0386725155184564,4.32979860322451,0.938285280338391,-14.2053174608229,-959,5635,-4.82519804380104,5.84734601949908,2.24728558520582,-6.07502157713444,9.48691370531964,-21.2877961367267,-28.7682072451781,-9.44394265477868
"201","2011-07-12",-0.0947090314236121,-1.05729882250589,0.436083233103801,7.14034122843312,-524,-2206,0.998127299709672,-1.61646649221368,-0.693260288171693,2.93399573959068,-0.412248826821404,14.4923819755578,-32.8504066972037,-10.2466793743343
"202","2011-07-19",2.18783447010544,-3.41386225958598,2.76603422687014,17.545107203957,-607,-6346,8.12935727964472,-2.46179974578542,-1.48241770356972,4.65880825604152,-9.13463162600898,29.4551006273771,54.540595736277,-4.56495268875727
"203","2011-07-26",-1.21750924773014,-2.54046612151555,-2.29968265167777,6.60144974929633,1101,-3211,0.0897263406988813,-6.00401141536224,-1.19142545754833,2.79723354823282,-4.96357609792728,8.42902331222213,-0.628086407541417,7.6620673535837
"204","2011-08-02",3.95094066156041,2.45874315779897,3.48386783814103,6.79669057340622,466,-931,5.38500629279461,1.98006368523007,0.397627904324516,0.181594879791547,5.2739239908302,9.89974977962458,12.8229332710861,7.47916289846344
"205","2011-08-09",1.20224926859702,-2.02641587390726,0.52559104659391,4.05076200830354,704,-2358,4.16684568154455,-1.15685924441706,-4.38452101469302,10.3426950620179,-1.11519222766585,0.897614855719553,33.6924571809294,4.75515215005426
"206","2011-08-16",-6.06647531477194,4.20787589447613,-4.65669075944479,-8.84511774293522,-1429,4995,-16.195220877152,-2.66733005468467,1.88393413210584,-3.24722907183084,9.73021874724989,-21.9560934124233,-18.7194916016804,38.272122828309
"207","2011-08-23",-0.140621201944846,6.93556970830116,0.771761140112304,-9.95534676421901,-904,6635,-8.48412095457078,5.3494070453322,2.86396770245911,10.6284633712592,15.4891410050155,-30.1358266914823,-46.1181040630557,4.1087313482274
"208","2011-08-30",3.00041088886491,5.67022235268393,3.69359748385083,-15.9812793247346,-762,7373,-0.506718577597098,10.513085208594,-2.19701927293361,-0.0357621818741549,16.2228400733385,-43.4025970443606,-31.9535396989275,2.41464506172271
"209","2011-09-06",5.48814619889786,9.20196547448704,4.94504389948194,-0.818239515493957,460,5800,0.225783646305189,6.62867148474984,1.54461141834492,-3.52190728902926,16.3734955783108,4.16286732547455,30.5381649551181,-2.92942021269447
"210","2011-09-13",0.015923044894528,-0.842823310587804,0.227125490164326,5.30606786588734,-230,-1835,1.275256389739,-1.24994950387745,2.26986852553495,9.22234712737406,-3.12256238580222,-0.732961991404935,-29.9446914031367,6.33895334757444
"211","2011-09-20",-0.0627702302354649,-4.32408063245049,-0.557237917416309,2.82967502125047,538,-3397,5.8145025825862,-1.59778004889688,-0.561038422672766,-1.76392456383354,-8.77607256844737,15.3800306676272,18.8221278921143,-8.63598480747978
"212","2011-09-27",-0.1819751365149,-15.2112616024356,-1.7911538607656,7.75962997248971,1728,-10630,16.6200685850802,-4.98946566023353,-2.18689764597144,-9.30946167205935,-32.7503132490174,29.0857219772082,18.7211542088146,-1.89791388259906
"213","2011-10-04",-3.44420336763616,-6.40962517113692,-3.92376390208025,-10.5455874086392,486,-429,-0.695763818354322,-1.66339246143608,-3.45650331994882,-24.6701570019008,-11.7367479392216,-9.89795619382807,9.49405623541733,14.3545667547967
"214","2011-10-11",-1.1395522153931,-1.54577275516292,-1.25274103460633,11.3149863740647,107,-3763,-0.775068314223581,-5.723167122982,-0.886573279007408,-5.42148257174624,-3.44567038100312,18.5224316451915,11.75776335811,18.768449724808
"215","2011-10-18",2.46976469806519,0.450905170153071,2.34789096351946,-7.02558725754656,145,2129,4.24037071018901,5.75299870447168,-1.66363075380396,-4.73824354438328,3.49443104836507,-6.21715311256139,4.89075419499532,-11.6778748036728
"216","2011-10-25",0.686151657055056,3.38365884731662,1.60152345190205,-14.6194846534115,-951,5233,-1.69495583137742,6.57689435852351,-1.89901547461044,4.67448023163186,10.0212415271551,-30.156349392613,17.8663334788986,-9.81286023105845
"217","2011-11-01",-1.78438038131592,-4.52419309852523,-2.16608019437174,6.30035506606301,394,-3683,0.633119585248565,-4.63124522919145,0.932756237573251,-2.29687516719022,-11.1323640696622,14.8831281242339,-23.4166119111674,2.02985248809533
"218","2011-11-08",-3.17762205043479,-0.449769568632163,-5.22875520046977,3.18378950976097,2011,-996,-5.58429442709549,-7.96410976251334,-1.00073842170385,7.1157346273548,0.453565082600527,7.75435583550621,-1.33224285168767,-13.7698345357325
"219","2011-11-15",-9.77852673702202,5.70484037399748,-9.34597373770636,-21.5161070292501,-603,7618,-26.2173606697608,-5.48319026730777,2.4955345652911,-30.9724015258737,7.73507012181636,-17.5019306482818,41.0759811852618,-16.3279868025297
"220","2011-11-22",-5.34622466690315,0.711746776886457,-4.99573260129456,-2.61795055817711,-387,879,-13.4445246067786,-5.7027480942871,0.362407616919391,-0.21564244899519,5.18709434225553,-7.92300698805626,-58.823145530198,6.5315306395517
"221","2011-11-29",1.46431745114821,1.42210844831894,1.24273398363091,6.06606282255804,210,-501,1.5248572290492,-0.260647756623555,-2.36878651615609,-8.18016987157772,7.42209044406703,14.0573207413569,-23.598845780268,6.53255894972169
"222","2011-12-06",-0.821400068921818,4.85452871076237,-0.21405394610543,1.76069264050849,-530,2184,-9.56480747222219,-0.857668783476662,-1.64473848050157,5.72585269678658,11.4024330879827,2.26334855207053,31.9490179648007,-4.64882064897605
"223","2011-12-13",-0.491680702942787,-6.99435307551806,-1.2252600828301,20.8432092939063,616,-8554,9.42510752494012,-9.73090298061834,-0.304612942240645,-2.58590516357078,-14.9063222178555,37.033495711545,-6.46613033834127,2.6698939157777
"224","2011-12-20",-0.577089464657377,-3.40614323899135,-1.78803641756922,3.53276650956644,1000,-2622,3.26761744671167,-4.26850231169489,-1.15430855026268,1.18056926712349,-6.9980623443989,7.81929961634891,9.37014566045766,-10.2512982643992
"225","2011-12-27",0.209069483692836,-1.78635524505228,1.15780221585045,2.27324045344997,-786,-1482,2.77280362982673,0.612660551183986,-4.67054843375809,3.82643599735726,1.65633227476416,2.21436597562317,3.86012836968117,0.226216006988089
"226","2012-01-03",0.750904376879546,1.68748808972818,0.51637274456322,-3.32488426610684,212,1717,-0.437879887202897,2.35640406788402,-2.77925772872578,15.6662946216265,7.01391815630288,-10.799856616479,2.46506319434436,-2.98149234133671
"227","2012-01-10",6.97483983871177,6.85668922435614,7.37010096988691,11.4586012938448,-207,194,7.12620409045854,5.40800367249812,0.698158836218887,-2.32769129931185,13.7961779618101,16.3420049026398,0.1677852742616,14.3376715224202
"228","2012-01-17",-0.0896817438915676,3.21130248585959,0.476209705951369,-14.250396404789,-516,5683,-4.47830388605244,7.02980888635736,1.07124333514044,-3.50601695893218,3.8368719307174,-27.8833872301512,30.8421098623707,16.3963425826971
"229","2012-01-24",5.69884441247801,0.0204950486542899,5.895616713312,8.40651490890867,-110,-2272,13.0488820079089,4.87382368428104,0.824898661236695,-2.1764804042343,-2.29762681431005,23.969025222531,21.8205269673627,-31.0189514822019
"230","2012-01-31",3.68288590189394,0.696194181035104,3.67000622495013,10.8308664269494,60,-2864,7.18959804520001,0.547043325979857,-1.62529336855268,0.291926150315724,0.681723986633997,13.5874005951809,26.6544395958037,14.6001949130834
"231","2012-02-07",8.00040966264568,9.51554346793273,8.4673798071794,7.01500053030131,-399,3103,6.24993284771964,9.12709161152758,3.88663398436844,4.29430941182449,14.6427992494166,10.1411049983394,10.7746744845334,-4.32908544882338
"232","2012-02-14",-3.37417915035534,-5.87507897869344,-3.5509558287254,8.44895127285366,156,-6376,-0.5149341965204,-9.45203925744167,2.35874931806848,-3.98793662315953,-13.4990084732134,9.7499564361387,-8.45073181806155,19.4651595519904
